brand_name,full_label,strength,reason,source,needs_manual_review
MIDAZOLAM SAIPH,MIDAZOLAM SAIPH 5mg/ml Sol.Inj. Bt 10Amp./1ml,5mg,no_priority_inn_or_seed_match,PCT,true
MIFLASONE,MIFLASONE 200mcg Gél. Bt 60 +Inha.,200mcg,no_priority_inn_or_seed_match,PCT,true
MIFLASONE,MIFLASONE 400mcg Gél. Bt 60 +Inha,400mcg,no_priority_inn_or_seed_match,PCT,true
MIFLONIDE,MIFLONIDE 200mcg Pdre.P.Inha.Bucc. Gél. Bt 60 +Inhalateur,200mcg,no_priority_inn_or_seed_match,PCT,true
MIFLONIDE,MIFLONIDE 400mcg Pdre.P.Inha.Bucc. Gél. Bt 60 +Inhalateur,400mcg,no_priority_inn_or_seed_match,PCT,true
MIKOSTAT,MIKOSTAT 100000 UI/ml Susp.Buv. Fl 30ml+Compte Gttes,100000UI,no_priority_inn_or_seed_match,PCT,true
MIMPARA,MIMPARA 30mg Comp.Pell. Bt 28,30mg,no_priority_inn_or_seed_match,PCT,true
MINESSE,MINESSE Comp.Pell. Bt 28 (24+4),,no_priority_inn_or_seed_match,PCT,true
MINIRIN,MINIRIN 60µg Lyoph.Or. Bt 30,,no_priority_inn_or_seed_match,PCT,true
MINIRIN 10µg Spray Nasal Fl,MINIRIN 10µg Spray Nasal Fl 2.5ml,2.5ml,no_priority_inn_or_seed_match,PCT,true
MINIRIN 4µg Sol.Inj. Bt 10/,MINIRIN 4µg Sol.Inj. Bt 10/1ml (F),1ml,no_priority_inn_or_seed_match,PCT,true
MINIRIN Sol.endonas.,"MINIRIN Sol.endonas.0,1mg/ml Fl 2,5ml (F)","0,1mg",no_priority_inn_or_seed_match,PCT,true
MINIRINMELT,MINIRINMELT 60µg Lyophilisat Or. Bt 30,,no_priority_inn_or_seed_match,PCT,true
MINOSTYL,MINOSTYL 2% Sol.Ext. Fl 90ml + Ser./1ml,2%,no_priority_inn_or_seed_match,PCT,true
MINOSTYL,MINOSTYL 5% 5% Sol.Ext. Fl 90ml +Pipette/1ml,5%,no_priority_inn_or_seed_match,PCT,true
MINOXIDIL,MINOXIDIL 2% Sol.Ext. Fl 120ml,2%,no_priority_inn_or_seed_match,PCT,true
MINOXIDIL,MINOXIDIL 2% Sol.Ext.Coffret De 2Fl/120ml,2%,no_priority_inn_or_seed_match,PCT,true
MINOXIDIL,MINOXIDIL 5% Sol.Ext. Fl 120ml,5%,no_priority_inn_or_seed_match,PCT,true
MINOXIDIL IPS,MINOXIDIL IPS 2% Sol.Us.Ext. Fl 120ml,2%,no_priority_inn_or_seed_match,PCT,true
MINOXIDIL IPS,MINOXIDIL IPS 5% Sol.Us.Ext. Fl 120ml,5%,no_priority_inn_or_seed_match,PCT,true
MIOCAMEN,MIOCAMEN 250mg Pdre.P.Susp.Or. Fl 30gr/120ml,250mg,no_priority_inn_or_seed_match,PCT,true
MIOCAMEN,MIOCAMEN 600mg Comp.Séc. Bt 12,600mg,no_priority_inn_or_seed_match,PCT,true
MIOREL,MIOREL 4mg Gél. Bt 12,4mg,no_priority_inn_or_seed_match,PCT,true
MIOREL,MIOREL 4mg Gél. Bt 24,4mg,no_priority_inn_or_seed_match,PCT,true
MIRENA Disp. Intra-Uterin à,MIRENA Disp. Intra-Uterin à 52mg (20µg/24H) Bt 1,52mg,no_priority_inn_or_seed_match,PCT,true
MITOSYL Pde.Derm. Tb,MITOSYL Pde.Derm. Tb 65gr,65g,no_priority_inn_or_seed_match,PCT,true
MITOXANTRON EBEWE,MITOXANTRON EBEWE 20mg/10ml Sol.Inj. Bt 1Fl/10ml,20mg/10ml,no_priority_inn_or_seed_match,PCT,true
MIXTARD 30,MIXTARD 30 100UI/ml Susp.Inj. Fl 10ml (F),100UI,no_priority_inn_or_seed_match,PCT,true
MIXTARD 30,MIXTARD 30 100UI/ml Susp.Inj.Fl 10ml (F),100UI,no_priority_inn_or_seed_match,PCT,true
MIXTARD 30 Penfill,MIXTARD 30 Penfill 100UI/ml Susp.Inj.Bt 5 Fl 3ml (F),100UI,no_priority_inn_or_seed_match,PCT,true
MIZOLLEN,MIZOLLEN 10mg Comp pell. L.M. Bt 14,10mg,no_priority_inn_or_seed_match,PCT,true
MMF,MMF 250mg Gél. Bt 100,250mg,no_priority_inn_or_seed_match,PCT,true
MMF,MMF 500mg Comp.Pell. Bt 56,500mg,no_priority_inn_or_seed_match,PCT,true
MOBIC,MOBIC 15mg Sol.Inj. Bt 3/1.5ml,15mg,no_priority_inn_or_seed_match,PCT,true
MOLSICOR,MOLSICOR 2mg Comp Séc. Bt 30,2mg,no_priority_inn_or_seed_match,PCT,true
MOLSICOR,MOLSICOR 4mg Comp Séc. Bt 30,4mg,no_priority_inn_or_seed_match,PCT,true
MOLSIDOMINE WINTHROP,MOLSIDOMINE WINTHROP 2mg Comp.Séc. Bt 30,2mg,no_priority_inn_or_seed_match,PCT,true
MOLSIDOMINE WINTHROP,MOLSIDOMINE WINTHROP 4mg Comp.Séc. Bt 30,4mg,no_priority_inn_or_seed_match,PCT,true
MOMENT 200,MOMENT 200 200mg/ml Gttes.Buv. Fl 12.5ml,200mg,no_priority_inn_or_seed_match,PCT,true
MONO-ETIKEN,MONO-ETIKEN 16mg Comp.Séc. Bt 30,16mg,no_priority_inn_or_seed_match,PCT,true
MONO-ETIKEN,MONO-ETIKEN 32mg Comp.Séc. Bt 30,32mg,no_priority_inn_or_seed_match,PCT,true
MONO-ETIKEN,MONO-ETIKEN 4mg Comp.Séc. Bt 30,4mg,no_priority_inn_or_seed_match,PCT,true
MONO-ETIKEN,MONO-ETIKEN 8mg Comp.Séc. Bt 30,8mg,no_priority_inn_or_seed_match,PCT,true
MONO-TIAZEM LP,MONO-TIAZEM LP 200mg Gél. LP Bt 30,200mg,no_priority_inn_or_seed_match,PCT,true
MONO-TIAZEM LP,MONO-TIAZEM LP 300mg Gél. LP Bt 30,300mg,no_priority_inn_or_seed_match,PCT,true
MONO-TILDIEM,MONO-TILDIEM 200mg Gél. LP Bt 28,200mg,no_priority_inn_or_seed_match,PCT,true
MONO-TILDIEM LP,MONO-TILDIEM LP 300mg Gél. LP Bt 28,300mg,no_priority_inn_or_seed_match,PCT,true
MONOCLINE 200,MONOCLINE 200 200mg Comp. Bt 10,200mg,no_priority_inn_or_seed_match,PCT,true
MONONINE,MONONINE 500UI Pdre.P.Prép.Inj. 1Fl+Solv./5ml+ Kit (F),500UI,no_priority_inn_or_seed_match,PCT,true
MONOPROST,MONOPROST 50µg/ml Collyre Bt 30 Récipients Unidoses,,no_priority_inn_or_seed_match,PCT,true
MONOREL,MONOREL 1mg Comp.Séc. Bt 30,1mg,no_priority_inn_or_seed_match,PCT,true
MONOREL,MONOREL 1mg Comp.Séc. Bt 90,1mg,no_priority_inn_or_seed_match,PCT,true
MONOREL,MONOREL 2mg Comp.Séc. Bt 30,2mg,no_priority_inn_or_seed_match,PCT,true
MONOREL,MONOREL 2mg Comp.Séc. Bt 90,2mg,no_priority_inn_or_seed_match,PCT,true
MONOREL,MONOREL 3mg Comp.Séc. Bt 30,3mg,no_priority_inn_or_seed_match,PCT,true
MONOREL,MONOREL 3mg Comp.Séc. Bt 90,3mg,no_priority_inn_or_seed_match,PCT,true
MONOREL,MONOREL 4mg Comp.Séc. Bt 30,4mg,no_priority_inn_or_seed_match,PCT,true
MONOREL,MONOREL 4mg Comp.Séc. Bt 90,4mg,no_priority_inn_or_seed_match,PCT,true
MONOREL,MONOREL 6mg Comp.Séc. Bt 90,6mg,no_priority_inn_or_seed_match,PCT,true
MONTELUKAST MYLAN,MONTELUKAST MYLAN 5mg Comp. à Croquer Bt 28,5mg,no_priority_inn_or_seed_match,PCT,true
MONURIL ADULTE,MONURIL ADULTE 3gr Granulés/Sol. buv Sachet/dose Bt 1,3g,no_priority_inn_or_seed_match,PCT,true
MOONIA,MOONIA 75µg Comp.Pell. Bt 28,,no_priority_inn_or_seed_match,PCT,true
MORPHINE CHLORHYDRATE AGUETTANT,MORPHINE CHLORHYDRATE AGUETTANT 0.1mg/ml Sol.Inj. Bt 10/5ml,0.1mg,no_priority_inn_or_seed_match,PCT,true
MORPHINE CHLORHYDRATE AGUETTANT,MORPHINE CHLORHYDRATE AGUETTANT 10mg/ml Sol.Inj. Bt 10amp /1ml,10mg,no_priority_inn_or_seed_match,PCT,true
MORPHINE MEDIS,MORPHINE MEDIS 10mg/ml Sol.Inj. Bt 10 Amp./1ml,10mg,no_priority_inn_or_seed_match,PCT,true
MORPHINE RENAUDIN,MORPHINE RENAUDIN 10mg/ml Sol.Inj. Bt 100/1ml,10mg,no_priority_inn_or_seed_match,PCT,true
MOSCONTIN,MOSCONTIN 200mg Comp. LP Bt 14,200mg,no_priority_inn_or_seed_match,PCT,true
MOSCONTIN 10,MOSCONTIN 10 10mg Comp.a.LP Bt 14,10mg,no_priority_inn_or_seed_match,PCT,true
MOSCONTIN 100,MOSCONTIN 100 100mg Comp. LP Bt 14,100mg,no_priority_inn_or_seed_match,PCT,true
MOSCONTIN 30,MOSCONTIN 30 30mg Comp. LP Bt 14,30mg,no_priority_inn_or_seed_match,PCT,true
MOSCONTIN 60,MOSCONTIN 60 60mg Comp.LP Bt 14,60mg,no_priority_inn_or_seed_match,PCT,true
MOVEN,MOVEN 15mg Gél. Bt 10,15mg,no_priority_inn_or_seed_match,PCT,true
MOVEN,MOVEN 7.5mg Gél. Bt 10,7.5mg,no_priority_inn_or_seed_match,PCT,true
MOVEN,MOVEN 7.5mg Gél. Bt 30,7.5mg,no_priority_inn_or_seed_match,PCT,true
MOXAL,MOXAL Comp. à Sucer Bt 30,,no_priority_inn_or_seed_match,PCT,true
MOXONYL,MOXONYL 0.2mg Comp.Pell. Bt 30,0.2mg,no_priority_inn_or_seed_match,PCT,true
MOXONYL,MOXONYL 0.4mg Comp.Pell. Bt 30,0.4mg,no_priority_inn_or_seed_match,PCT,true
MP 20,MP 20 20mg Pdre.Prép.Inj. Bt 1Fl+Solv./2ml,20mg,no_priority_inn_or_seed_match,PCT,true
MP 40,MP 40 40mg Pdre.P.Prép.Inj. Bt 1Fl+Solv./2ml,40mg,no_priority_inn_or_seed_match,PCT,true
MP 500,MP 500 500mg Pdre.P.Prép.Inj. Bt 10Fl,500mg,no_priority_inn_or_seed_match,PCT,true
MUCARE 200,MUCARE 200 200mg Glés. P. Sol. Buv. Bt 20 Sachets,200mg,no_priority_inn_or_seed_match,PCT,true
MUCOLARE,MUCOLARE 2% Sirop Fl 125ml,2%,no_priority_inn_or_seed_match,PCT,true
MUCOLARE,MUCOLARE 5% Sirop Fl 150ml,5%,no_priority_inn_or_seed_match,PCT,true
MUCOLARE,MUCOLARE 5% Sirop Fl 300ml,5%,no_priority_inn_or_seed_match,PCT,true
MUCOLYSE,MUCOLYSE 200mg Pdre.Sol.Or. Bt 30 sachets,200mg,no_priority_inn_or_seed_match,PCT,true
MUCOLYTE,MUCOLYTE 4mg/5ml Sirop Fl 100ml,4mg/5ml,no_priority_inn_or_seed_match,PCT,true
MUCOSOL,MUCOSOL 2% Sirop Enf. Fl 200gr,2%,no_priority_inn_or_seed_match,PCT,true
MUCOSOL,MUCOSOL 5% Sirop Ad. Fl 200gr,5%,no_priority_inn_or_seed_match,PCT,true
MUCOSOL Ad.,MUCOSOL Ad. 5% Sirop Bt 12 Sachets/15gr,5%,no_priority_inn_or_seed_match,PCT,true
MUCULATOR,MUCULATOR 200mg Pdre. Susp.Or. Bt 30Sach./3gr,200mg,no_priority_inn_or_seed_match,PCT,true
MUXOL,MUXOL 0.3% Sol.Buv. Fl 180ml,0.3%,no_priority_inn_or_seed_match,PCT,true
MUXOL,MUXOL 30mg Comp. Bt 30,30mg,no_priority_inn_or_seed_match,PCT,true
MUXOL FORT,MUXOL FORT 0.6% Sol.Buv. Fl 180ml,0.6%,no_priority_inn_or_seed_match,PCT,true
MYCODERM,MYCODERM 1% Crème Derm.Tb 30gr,1%,no_priority_inn_or_seed_match,PCT,true
MYCODERM,MYCODERM 1% Lait Derm. Fl 30ml,1%,no_priority_inn_or_seed_match,PCT,true
MYCOHEAL,MYCOHEAL 200mg Ovule Bt 7,200mg,no_priority_inn_or_seed_match,PCT,true
MYCOHEAL,MYCOHEAL 400mg Ovule Bt 3,400mg,no_priority_inn_or_seed_match,PCT,true
MYCOPHIL,MYCOPHIL 1% Crème Derm.Tb 15gr,1%,no_priority_inn_or_seed_match,PCT,true
MYCOPHIL,MYCOPHIL 250mg Comp.Séc. Bt 20,250mg,no_priority_inn_or_seed_match,PCT,true
MYCOPHIL,MYCOPHIL 250mg Comp.Séc. Bt 30,250mg,no_priority_inn_or_seed_match,PCT,true
MYCOREX,MYCOREX 1% Crème Derm. Tb 30gr,1%,no_priority_inn_or_seed_match,PCT,true
MYCOREX,MYCOREX 1% Lotion Fl 30ml,1%,no_priority_inn_or_seed_match,PCT,true
MYCOSTER,MYCOSTER 1% Crème Derm. Tb 30gr,1%,no_priority_inn_or_seed_match,PCT,true
MYCOSTER,MYCOSTER 1% Pdre.Us.Ext. Fl 30gr,1%,no_priority_inn_or_seed_match,PCT,true
MYCOSTER,MYCOSTER 1% Spray Sol. Fl 30ml,1%,no_priority_inn_or_seed_match,PCT,true
MYCOSTER VERNIS,MYCOSTER VERNIS 8% Sol.Ext. Fl 3ml+Pinc.,8%,no_priority_inn_or_seed_match,PCT,true
MYDRICOL,MYDRICOL 0.5% Collyre Fl 5ml,0.5%,no_priority_inn_or_seed_match,PCT,true
MYHEP,MYHEP 400mg Comp.Pell. Fl 28,400mg,no_priority_inn_or_seed_match,PCT,true
MYOLAX,MYOLAX 4mg Comp. Bt 12,4mg,no_priority_inn_or_seed_match,PCT,true
MYOLAX,MYOLAX 4mg Comp. Bt 24,4mg,no_priority_inn_or_seed_match,PCT,true
MYORELAX Baume Tb,MYORELAX Baume Tb 70gr,70g,no_priority_inn_or_seed_match,PCT,true
MYTOPLASTINE Pde.Derm. Tb,MYTOPLASTINE Pde.Derm. Tb 20gr,20g,no_priority_inn_or_seed_match,PCT,true
MYTOPLASTINE Pde.Derm. Tb,MYTOPLASTINE Pde.Derm. Tb 50gr,50g,no_priority_inn_or_seed_match,PCT,true
NAABAK Collyre Fl,NAABAK Collyre Fl 10ml,10ml,no_priority_inn_or_seed_match,PCT,true
NAAXIA,NAAXIA 49mg/ml Collyre Fl 5ml,49mg,no_priority_inn_or_seed_match,PCT,true
NAFTOR,NAFTOR 100mg Gél. Bt 20,100mg,no_priority_inn_or_seed_match,PCT,true
NAFTOR,NAFTOR 100mg Gél. Bt 50,100mg,no_priority_inn_or_seed_match,PCT,true
NAKION G,NAKION G 5% Sol.Inj.P.Perf. Poche en PVC 500ml,5%,no_priority_inn_or_seed_match,PCT,true
NALIDIX,NALIDIX 500mg Comp. Bt 56,500mg,no_priority_inn_or_seed_match,PCT,true
NASACORT AQ,"NASACORT AQ 55mcg Spray nas Fl 120 Dos/16,5gr",55mcg,no_priority_inn_or_seed_match,PCT,true
NASOMET,NASOMET 50mcg/Dose Susp.Nas. Fl 120 Doses,50mcg,no_priority_inn_or_seed_match,PCT,true
NASONEX,NASONEX 50Mcg/Dose Susp.Nas. Fl 140Doses,50Mcg,no_priority_inn_or_seed_match,PCT,true
NATECAL D3,NATECAL D3 600mg/400UI Comp.Orodisper. Fl 60,600mg/400UI,no_priority_inn_or_seed_match,PCT,true
NATISPRAY,NATISPRAY 0.3mg/Dose Sol.P.Pulv.Bucc. Fl 18ml/300 Doses,0.3mg,no_priority_inn_or_seed_match,PCT,true
NATRIXAM,NATRIXAM 1.5mg/10mg Comp. à Libération Modifiee Bt 30,1.5mg/10mg,no_priority_inn_or_seed_match,PCT,true
NATRIXAM,NATRIXAM 1.5mg/5mg Comp. à Libération Modifiée Bt 30,1.5mg/5mg,no_priority_inn_or_seed_match,PCT,true
NAUTAMINE,NAUTAMINE 90mg Comp.Séc. Bt 20,90mg,no_priority_inn_or_seed_match,PCT,true
NAVELBINE,NAVELBINE 10mg Sol.Inj. Bt 10/1ml (F),10mg,no_priority_inn_or_seed_match,PCT,true
NAVELBINE,NAVELBINE 50mg Sol.Inj. Bt 10/5ml (F),50mg,no_priority_inn_or_seed_match,PCT,true
NEACREST,NEACREST 10mg Comp.Pell. Bt 30,10mg,no_priority_inn_or_seed_match,PCT,true
NEACREST,NEACREST 10mg Comp.Pell. Bt 90,10mg,no_priority_inn_or_seed_match,PCT,true
NEACREST,NEACREST 20mg Comp.Pell. Bt 30,20mg,no_priority_inn_or_seed_match,PCT,true
NEACREST,NEACREST 20mg Comp.Pell. Bt 90,20mg,no_priority_inn_or_seed_match,PCT,true
NEACREST,NEACREST 5mg Comp.Pell. Bt 30,5mg,no_priority_inn_or_seed_match,PCT,true
NEACREST,NEACREST 5mg Comp.Pell. Bt 90,5mg,no_priority_inn_or_seed_match,PCT,true
NEAFORGE,NEAFORGE 10mg/160mg Comp.Pell. Bt 30,10mg/160mg,no_priority_inn_or_seed_match,PCT,true
NEAFORGE,NEAFORGE 10mg/160mg Comp.Pell. Bt 90,10mg/160mg,no_priority_inn_or_seed_match,PCT,true
NEAFORGE,NEAFORGE 5mg/160mg Comp.Pell. Bt 30,5mg/160mg,no_priority_inn_or_seed_match,PCT,true
NEAFORGE,NEAFORGE 5mg/160mg Comp.Pell. Bt 90,5mg/160mg,no_priority_inn_or_seed_match,PCT,true
NEAFORGE,NEAFORGE 5mg/80mg Comp.Pell. Bt 30,5mg/80mg,no_priority_inn_or_seed_match,PCT,true
NEAFORGE,NEAFORGE 5mg/80mg Comp.Pell. Bt 90,5mg/80mg,no_priority_inn_or_seed_match,PCT,true
NEBICARD,NEBICARD 5mg Comp.Quadriséc. Bt 30,5mg,no_priority_inn_or_seed_match,PCT,true
NEBICOR,NEBICOR 5mg Comp.Quadrisécable Bt 30,5mg,no_priority_inn_or_seed_match,PCT,true
NEBILET,NEBILET 5mg Comp.Séc. Bt 30,5mg,no_priority_inn_or_seed_match,PCT,true
NEBILET PLUS,NEBILET PLUS 5mg/12.5mg Comp.Pell. Bt 28,5mg/12.5mg,no_priority_inn_or_seed_match,PCT,true
NEBILET PLUS,NEBILET PLUS 5mg/25mg Comp.Pell. Bt 28,5mg/25mg,no_priority_inn_or_seed_match,PCT,true
NEBILUS,NEBILUS 5mg Comp. Quadriséquable Bt 90,5mg,no_priority_inn_or_seed_match,PCT,true
NEBILUS,NEBILUS 5mg Comp.Séc. Bt 30,5mg,no_priority_inn_or_seed_match,PCT,true
NEFOMED,NEFOMED 20mg Sol.Inj. Bt 5/2ml,20mg,no_priority_inn_or_seed_match,PCT,true
NEMACEST,NEMACEST 4% Susp.Buv. Fl 10ml,4%,no_priority_inn_or_seed_match,PCT,true
NEMACEST,NEMACEST 400mg Comp. Bt 1,400mg,no_priority_inn_or_seed_match,PCT,true
NEMACEST,NEMACEST 400mg Comp. Bt 2,400mg,no_priority_inn_or_seed_match,PCT,true
NEO-CODION Adultes Sirop Fl,NEO-CODION Adultes Sirop Fl 180ml,180ml,no_priority_inn_or_seed_match,PCT,true
NEO-CODION Enfant Sirop Fl,NEO-CODION Enfant Sirop Fl 125ml,125ml,no_priority_inn_or_seed_match,PCT,true
NEO-HEALAR,NEO-HEALAR Suppo. Bt 10,,no_priority_inn_or_seed_match,PCT,true
NEO-HEALAR Pde. Rectale Tb,NEO-HEALAR Pde. Rectale Tb 30gr,30g,no_priority_inn_or_seed_match,PCT,true
NEOBRUFEN,NEOBRUFEN 400mg Comp.Pell. Bt 30,400mg,no_priority_inn_or_seed_match,PCT,true
NEOCILONE Pde.Derm. Tb,NEOCILONE Pde.Derm. Tb 10gr,10g,no_priority_inn_or_seed_match,PCT,true
NEOFUNGINE Pde.Derm. Tb,NEOFUNGINE Pde.Derm. Tb 10gr,10g,no_priority_inn_or_seed_match,PCT,true
NEOMYCINE UNIMED,NEOMYCINE UNIMED 0.35% Collyre Fl 5ml,0.35%,no_priority_inn_or_seed_match,PCT,true
NEOPHRINE,NEOPHRINE 10% Collyre Fl 10ml,10%,no_priority_inn_or_seed_match,PCT,true
NEOPRED Collyre Fl,NEOPRED Collyre Fl 5ml,5ml,no_priority_inn_or_seed_match,PCT,true
NEOSTYNE Pde.Derm. Tb,NEOSTYNE Pde.Derm. Tb 10gr,10g,no_priority_inn_or_seed_match,PCT,true
NERGESIC,NERGESIC 150mg Gél. Bt 30,150mg,no_priority_inn_or_seed_match,PCT,true
NERGESIC,NERGESIC 150mg Gél. Bt 60,150mg,no_priority_inn_or_seed_match,PCT,true
NERGESIC,NERGESIC 75mg Gél. Bt 14,75mg,no_priority_inn_or_seed_match,PCT,true
NERGESIC,NERGESIC 75mg Gél. Bt 28,75mg,no_priority_inn_or_seed_match,PCT,true
NERVICA,NERVICA 150mg Gél. Bt 56,150mg,no_priority_inn_or_seed_match,PCT,true
NERVICA,NERVICA 75mg Gél. Bt 14,75mg,no_priority_inn_or_seed_match,PCT,true
NERVICA,NERVICA 75mg Gél. Bt 56,75mg,no_priority_inn_or_seed_match,PCT,true
NETRAL,NETRAL 100mg Comp.Pell.Séc. Bt 30,100mg,no_priority_inn_or_seed_match,PCT,true
NETRAL,NETRAL 50mg Comp.Pell. Bt 30,50mg,no_priority_inn_or_seed_match,PCT,true
NEULEPTIL,NEULEPTIL 10mg Gél. Bt 50,10mg,no_priority_inn_or_seed_match,PCT,true
NEULEPTIL,NEULEPTIL 4% Gtte buv. Fl 30ml,4%,no_priority_inn_or_seed_match,PCT,true
NEULEPTIL,NEULEPTIL 4% Gttes. Buv. Fl 30ml,4%,no_priority_inn_or_seed_match,PCT,true
NEURALGIN,NEURALGIN 300mg Gél. Bt 50,300mg,no_priority_inn_or_seed_match,PCT,true
NEURALGIN,NEURALGIN 300mg Gél. Bt 90,300mg,no_priority_inn_or_seed_match,PCT,true
NEURODOL,"NEURODOL 0,2% Gttes.Buv. Fl 30ml","0,2%",no_priority_inn_or_seed_match,PCT,true
NEURODOL,NEURODOL 0.2% Gttes.Buv. Fl 100ml,0.2%,no_priority_inn_or_seed_match,PCT,true
NEUROMED,NEUROMED 150mg Gél. Bt 30,150mg,no_priority_inn_or_seed_match,PCT,true
NEUROMED,NEUROMED 150mg Gél. Bt 90,150mg,no_priority_inn_or_seed_match,PCT,true
NEUROMED,NEUROMED 75mg Gél. Bt 15,75mg,no_priority_inn_or_seed_match,PCT,true
NEUROMED,NEUROMED 75mg Gél. Bt 30,75mg,no_priority_inn_or_seed_match,PCT,true
NEURYL,NEURYL 150mg Gél. Bt 60,150mg,no_priority_inn_or_seed_match,PCT,true
NEURYL,NEURYL 75mg Gél. Bt 14,75mg,no_priority_inn_or_seed_match,PCT,true
NEUTROMAX 30MU Sol.Inj. Bt 1Fl/,NEUTROMAX 30MU Sol.Inj. Bt 1Fl/1ml (F),1ml,no_priority_inn_or_seed_match,PCT,true
NEUTROMAX 48MU Sol.Inj. Bt 1Fl/,NEUTROMAX 48MU Sol.Inj. Bt 1Fl/1ml (F),1ml,no_priority_inn_or_seed_match,PCT,true
NEXUS,NEXUS 20mg Gél. Gastro-résistante Bt 14,20mg,no_priority_inn_or_seed_match,PCT,true
NEXUS,NEXUS 20mg Gél. Gastro-résistante Bt 7,20mg,no_priority_inn_or_seed_match,PCT,true
NEXUS,NEXUS 40mg Gél. Gastro-résistante Bt 14,40mg,no_priority_inn_or_seed_match,PCT,true
NEXUS,NEXUS 40mg Gél. Gastro-résistante Bt 28,40mg,no_priority_inn_or_seed_match,PCT,true
NEXUS,NEXUS 40mg Pdre.P.Prép.Inj. Bt 1Fl,40mg,no_priority_inn_or_seed_match,PCT,true
NICARDIPINE MEDIS,NICARDIPINE MEDIS 10mg/10ml IV Sol.Inj. Bt 5/10ml,10mg/10ml,no_priority_inn_or_seed_match,PCT,true
NICOPASS,NICOPASS MENTHE FRAICHEUR Bt 12 Pastilles,,no_priority_inn_or_seed_match,PCT,true
NICOPASS,NICOPASS MENTHE FRAICHEUR Bt 36 Pastilles,,no_priority_inn_or_seed_match,PCT,true
NICOPATCH,NICOPATCH 14mg/24h 35mg/20cm2 Dispositif T.Derm. Bt 7,14mg,no_priority_inn_or_seed_match,PCT,true
NICOPATCH,NICOPATCH 21mg/24h 52.5mg/30cm2 Dispostif T.Derm. Bt 7,21mg,no_priority_inn_or_seed_match,PCT,true
NICOPATCH,NICOPATCH 7mg/24h 17.5mg/10cm2 Dispositif T.Derm. Bt 28,7mg,no_priority_inn_or_seed_match,PCT,true
NICOPATCH,NICOPATCH 7mg/24h 17.5mg/10cm2 Dispositif Trans-Dermique Bt 7,7mg,no_priority_inn_or_seed_match,PCT,true
NIDAZOLE,NIDAZOLE 500mg Comp.Pell. Bt 14,500mg,no_priority_inn_or_seed_match,PCT,true
NIFLUDERM,NIFLUDERM 3% Crème Derm. Tb 60gr,3%,no_priority_inn_or_seed_match,PCT,true
NIFLUGEL,NIFLUGEL 2.5% Gel Derm. Tb 60gr,2.5%,no_priority_inn_or_seed_match,PCT,true
NIFLUMIC,NIFLUMIC 3% Crème Derm. Tb 60gr,3%,no_priority_inn_or_seed_match,PCT,true
NIFLUMIC,NIFLUMIC 400mg Suppo. Bt 100,400mg,no_priority_inn_or_seed_match,PCT,true
NIFLUMIC,NIFLUMIC 400mg Suppo. Bt 8,400mg,no_priority_inn_or_seed_match,PCT,true
NIFLUMIC,NIFLUMIC 700mg Suppo. Bt 100,700mg,no_priority_inn_or_seed_match,PCT,true
NIFLUMIC,NIFLUMIC 700mg Suppo. Bt 8,700mg,no_priority_inn_or_seed_match,PCT,true
NIFLURIL,NIFLURIL 700mg Suppo. Bt 8,700mg,no_priority_inn_or_seed_match,PCT,true
NIFLURIL Enf.,NIFLURIL Enf. 400mg Suppo. Bt 8,400mg,no_priority_inn_or_seed_match,PCT,true
NIFROXID,NIFROXID 200mg Gel. Bt 20,200mg,no_priority_inn_or_seed_match,PCT,true
NIFROXID,NIFROXID 220mg/5ml Susp buv.Fl 90ml,220mg/5ml,no_priority_inn_or_seed_match,PCT,true
NIFROXID,NIFROXID 220mg/5ml Susp.Buv. Fl 90ml,220mg/5ml,no_priority_inn_or_seed_match,PCT,true
NIMBEX,NIMBEX 150mg/30ml Sol.Inj. IV Fl 30ml (F),150mg/30ml,no_priority_inn_or_seed_match,PCT,true
NIMENRIX Pdre.P.Prép.Inj. Bt 1Fl Pdre./,NIMENRIX Pdre.P.Prép.Inj. Bt 1Fl Pdre./3ml + Solv. en Ser. Pré-remplie (F),3ml,no_priority_inn_or_seed_match,PCT,true
NIPRAL 275,NIPRAL 275 275mg Comp.Pell. Bt 10,275mg,no_priority_inn_or_seed_match,PCT,true
NIPRAL 275,NIPRAL 275 275mg Comp.Pell. Bt 30,275mg,no_priority_inn_or_seed_match,PCT,true
NIPRAL 550,NIPRAL 550 550mg Comp.Pell.Séc. Bt 16,550mg,no_priority_inn_or_seed_match,PCT,true
NIPRAL 550,NIPRAL 550 550mg Comp.Pell.Séc. Bt 8,550mg,no_priority_inn_or_seed_match,PCT,true
NITIZYN,NITIZYN 10mg Gél. Fl 30 (F),10mg,no_priority_inn_or_seed_match,PCT,true
NIVAQUINE,NIVAQUINE 100mg Comp.Séc. Bt 100,100mg,no_priority_inn_or_seed_match,PCT,true
NIVESTIM 30MU/,NIVESTIM 30MU/0.5ml Sol.Inj. Bt 5Ser. Pré-remplies/0.5ml (F),0.5ml,no_priority_inn_or_seed_match,PCT,true
NIVESTIM 48MU/,NIVESTIM 48MU/0.5ml Sol.Inj. Bt 5Ser. Pré-remplies/0.5ml (F),0.5ml,no_priority_inn_or_seed_match,PCT,true
NOCERTONE,NOCERTONE 60mg Comp.Pell.Sec. Bt 30,60mg,no_priority_inn_or_seed_match,PCT,true
