brand_name,full_label,strength,reason,source,needs_manual_review
AMOXAL,AMOXAL 500mg Comp. Bt 500,500mg,no_priority_inn_or_seed_match,PCT,true
AMOXAL,AMOXAL 500mg Comp.Disper. Bt 24,500mg,no_priority_inn_or_seed_match,PCT,true
AMOXI-CLAV SANOFI,AMOXI-CLAV SANOFI 1000mg/125mg Pdre.P.Susp.Or. Bt 12Sach.,1000mg/125mg,no_priority_inn_or_seed_match,PCT,true
AMOXI-CLAV SANOFI,AMOXI-CLAV SANOFI 1000mg/125mg Pdre.P.Susp.Or. Bt 24Sach.,1000mg/125mg,no_priority_inn_or_seed_match,PCT,true
AMOXI-CLAV SANOFI ADULTE,AMOXI-CLAV SANOFI ADULTE 500mg/62.5mg Comp.Pell. Bt 24,500mg/62.5mg,no_priority_inn_or_seed_match,PCT,true
AMOXI-CLAV SANOFI ENFANTS,AMOXI-CLAV SANOFI ENFANTS 100mg/12.5mg/ml Pdre.P.Susp.Or. Fl 60ml +Pip.Dos.,100mg/12.5mg,no_priority_inn_or_seed_match,PCT,true
AMOXI-CLAV SANOFI NOURRISSONS,AMOXI-CLAV SANOFI NOURRISSONS 100mg/12.5mg/ml Pdre.P.Susp.Or. Fl 30ml +Pip.Dos.,100mg/12.5mg,no_priority_inn_or_seed_match,PCT,true
AMPICIL,AMPICIL 0.5gr Pdre.P.Prép.Inj Bt 1+S/5ml,0.5g,no_priority_inn_or_seed_match,PCT,true
AMPICIL,AMPICIL 1g Pdre.Prép.Inj. Bt 25 Sans Solv.,1g,no_priority_inn_or_seed_match,PCT,true
AMPICIL,AMPICIL 1gr Pdre.Prép.Inj. Bt 1+S/5ml,1g,no_priority_inn_or_seed_match,PCT,true
AMUCHINA,AMUCHINA 5% Sol.Ext. Fl 1000ml,5%,no_priority_inn_or_seed_match,PCT,true
AMUCHINA,AMUCHINA 5% Sol.Ext. Fl 250ml,5%,no_priority_inn_or_seed_match,PCT,true
AMUCHINA,AMUCHINA 5% Sol.Ext. Fl 500ml,5%,no_priority_inn_or_seed_match,PCT,true
AMURETIC,AMURETIC Comp. Bt 20,,no_priority_inn_or_seed_match,PCT,true
AMUSTIL,AMUSTIL 0.5% Crème Derm. Tb 70gr,0.5%,no_priority_inn_or_seed_match,PCT,true
AMUSTIL Crème Derm. Tb,AMUSTIL Crème Derm. Tb 30gr,30g,no_priority_inn_or_seed_match,PCT,true
AMVISC PLUS,AMVISC PLUS 16mg/ml Préparation Viscoélastique Bt 1 Ser./0.8ml (F),16mg,no_priority_inn_or_seed_match,PCT,true
AMYTRIL,AMYTRIL 10mg Comp.Pell. Bt 100,10mg,no_priority_inn_or_seed_match,PCT,true
AMYTRIL,AMYTRIL 10mg Comp.Pell. Bt 40,10mg,no_priority_inn_or_seed_match,PCT,true
AMYTRIL,AMYTRIL 10mg Comp.Pell. Bt 500,10mg,no_priority_inn_or_seed_match,PCT,true
AMYTRIL,AMYTRIL 25mg Comp.Pell. Bt 100,25mg,no_priority_inn_or_seed_match,PCT,true
AMYTRIL,AMYTRIL 25mg Comp.Pell. Bt 40,25mg,no_priority_inn_or_seed_match,PCT,true
AMYTRIL,AMYTRIL 25mg Comp.Pell. Bt 500,25mg,no_priority_inn_or_seed_match,PCT,true
ANAERYL,ANAERYL 250mg Comp.Pell. Bt 20,250mg,no_priority_inn_or_seed_match,PCT,true
ANAFRANIL,ANAFRANIL 10mg Comp.Enr. Bt 60,10mg,no_priority_inn_or_seed_match,PCT,true
ANAFRANIL,ANAFRANIL 25mg Comp.Enr. Bt 50,25mg,no_priority_inn_or_seed_match,PCT,true
ANAFRANIL,ANAFRANIL 25mg Sol.Inj. Bt 5/2ml,25mg,no_priority_inn_or_seed_match,PCT,true
ANAFRANIL,ANAFRANIL 75mg Comp.Pell.Séc. Bt 20,75mg,no_priority_inn_or_seed_match,PCT,true
ANALGAN,ANALGAN 170mg Suppo. Bt 10,170mg,no_priority_inn_or_seed_match,PCT,true
ANALGAN,ANALGAN 500mg Comp. Bt 20,500mg,no_priority_inn_or_seed_match,PCT,true
ANALGAN,ANALGAN 500mg Comp. Bt 500,500mg,no_priority_inn_or_seed_match,PCT,true
ANALGAN,ANALGAN 80mg Suppo. Bt 10,80mg,no_priority_inn_or_seed_match,PCT,true
ANALGAN CODEINE,ANALGAN CODEINE 300mg/25mg Comp. Bt 16,300mg/25mg,no_priority_inn_or_seed_match,PCT,true
ANALGAN CODEINE,ANALGAN CODEINE 600mg/50mg Comp. Bt 12,600mg/50mg,no_priority_inn_or_seed_match,PCT,true
ANALGAN CODEINE,ANALGAN CODEINE 600mg/50mg Comp. Bt 300,600mg/50mg,no_priority_inn_or_seed_match,PCT,true
ANALGAN EXTRA,ANALGAN EXTRA 500mg/65mg Comp.Séc. Bt 16,500mg/65mg,no_priority_inn_or_seed_match,PCT,true
ANAPEN,ANAPEN 0.15mg/0.3ml Sol.Inj. Bt 2 Stylos Auto-injecteurs,0.15mg/0.3ml,no_priority_inn_or_seed_match,PCT,true
ANAPEN,ANAPEN 0.30mg/0.3ml Sol.Inj. Bt 2Stylos Auto-injecteurs,0.30mg/0.3ml,no_priority_inn_or_seed_match,PCT,true
ANASPASM-ORO,ANASPASM-ORO 80mg Comp.Orodisper. Bt 10,80mg,no_priority_inn_or_seed_match,PCT,true
ANASPASM-ORO,ANASPASM-ORO 80mg Comp.Orodisper. Bt 20,80mg,no_priority_inn_or_seed_match,PCT,true
ANASTRA,ANASTRA 1mg Comp.Pell. Bt 30,1mg,no_priority_inn_or_seed_match,PCT,true
ANASTRAZOLE NEAPOLIS,ANASTRAZOLE NEAPOLIS 1mg Comp.Pell. Bt 30,1mg,no_priority_inn_or_seed_match,PCT,true
ANASTRODEX,ANASTRODEX 1mg Comp.Pell. Bt 30,1mg,no_priority_inn_or_seed_match,PCT,true
ANDROCUR,ANDROCUR 50mg Comp.Séc. Bt 20,50mg,no_priority_inn_or_seed_match,PCT,true
ANDROTARDYL,ANDROTARDYL 250mg Sol. Inj. Bt 1/1ml,250mg,no_priority_inn_or_seed_match,PCT,true
ANGIOTEC,ANGIOTEC 20mg Comp.Séc. Bt 30,20mg,no_priority_inn_or_seed_match,PCT,true
ANGIOTEC,ANGIOTEC 5mg Comp.Séc. Bt 30,5mg,no_priority_inn_or_seed_match,PCT,true
ANGIOZIDE,ANGIOZIDE 20mg/12.5mg Comp.Séc. Bt 30,20mg/12.5mg,no_priority_inn_or_seed_match,PCT,true
ANGORAL,ANGORAL 2mg Comp.Séc. Bt 30,2mg,no_priority_inn_or_seed_match,PCT,true
ANGORAL,ANGORAL 4mg Comp.Séc. Bt 30,4mg,no_priority_inn_or_seed_match,PCT,true
ANSEMID,ANSEMID 40mg Comp.Séc. Bt 30,40mg,no_priority_inn_or_seed_match,PCT,true
ANSEMID,ANSEMID 40mg Comp.Séc. Bt 40,40mg,no_priority_inn_or_seed_match,PCT,true
ANSEMID,ANSEMID 40mg Comp.Séc. Bt 500,40mg,no_priority_inn_or_seed_match,PCT,true
ANSEMID,ANSEMID 500mg Comp.Séc. Bt 36,500mg,no_priority_inn_or_seed_match,PCT,true
ANTACID Susp.Buv. Fl,ANTACID Susp.Buv. Fl 180ml,180ml,no_priority_inn_or_seed_match,PCT,true
ANTADINE,ANTADINE 100mg Comp.Pell. Bt 20,100mg,no_priority_inn_or_seed_match,PCT,true
ANTAFEN,ANTAFEN 100mg Comp.Pell. Bt 15,100mg,no_priority_inn_or_seed_match,PCT,true
ANTAGONINE 50,ANTAGONINE 50 50mg/2ml Sol.Inj. Bt 5/2ml,50mg/2ml,no_priority_inn_or_seed_match,PCT,true
ANTILIP,ANTILIP 200mg Gél. Bt 30,200mg,no_priority_inn_or_seed_match,PCT,true
ANTIOMAL,ANTIOMAL 750mg Comp.Pell. Bt 30,750mg,no_priority_inn_or_seed_match,PCT,true
ANTIOMAL,ANTIOMAL 750mg Comp.Pell. Bt 60,750mg,no_priority_inn_or_seed_match,PCT,true
ANTIOMAL 250,ANTIOMAL 250 250mg Comp.Pell. Bt 30,250mg,no_priority_inn_or_seed_match,PCT,true
ANTIOMAL 250,ANTIOMAL 250 250mg Comp.Pell. Bt 60,250mg,no_priority_inn_or_seed_match,PCT,true
ANTIOMAL 500,ANTIOMAL 500 500mg Comp.Pell. Bt 30,500mg,no_priority_inn_or_seed_match,PCT,true
ANTIOMAL 500,ANTIOMAL 500 500mg Comp.Pell. Bt 60,500mg,no_priority_inn_or_seed_match,PCT,true
ANTISPASM,ANTISPASM 80mg Comp. Orodisp. Bt 30,80mg,no_priority_inn_or_seed_match,PCT,true
ANTISPASM,ANTISPASM 80mg Comp.Orodisper. Bt 10,80mg,no_priority_inn_or_seed_match,PCT,true
ANTISPASM,ANTISPASM 80mg Comp.Orodisper. Bt 20,80mg,no_priority_inn_or_seed_match,PCT,true
ANTIVIR,ANTIVIR 200mg Comp. Fl 30,200mg,no_priority_inn_or_seed_match,PCT,true
ANTIVIR,ANTIVIR 200mg/5ml Susp.Buv. Fl 125ml,200mg/5ml,no_priority_inn_or_seed_match,PCT,true
ANTIVIR,ANTIVIR 5% Crème Derm. Tb 5gr,5%,no_priority_inn_or_seed_match,PCT,true
ANTIVIR,ANTIVIR 800mg/10ml Susp.Buv. Fl 125ml,800mg/10ml,no_priority_inn_or_seed_match,PCT,true
ANXETIN,ANXETIN 20mg Gél. Bt 30,20mg,no_priority_inn_or_seed_match,PCT,true
ANXIOMYL,ANXIOMYL 6mg Comp.Séc. Tb 30,6mg,no_priority_inn_or_seed_match,PCT,true
APHRODIS,APHRODIS 10mg Comp.Pell. Bt 4,10mg,no_priority_inn_or_seed_match,PCT,true
APHRODIS,APHRODIS 20mg Comp.Pell. Bt 4,20mg,no_priority_inn_or_seed_match,PCT,true
APHRODIS 20,APHRODIS 20 20mg Comp.Pell.Séc. Bt 8,20mg,no_priority_inn_or_seed_match,PCT,true
APIDRA SOLOSTAR,APIDRA SOLOSTAR 100 UI/ml Sol.Inj. Bt 5 Stylos Pré-remplis/3ml (F),100UI,no_priority_inn_or_seed_match,PCT,true
APO-NITROFURANTOINE Comp,APO-NITROFURANTOINE Comp 50mg Bt 100,50mg,no_priority_inn_or_seed_match,PCT,true
APOKINON,APOKINON 30mg/3ml (1%) Sol.Inj. Bt 5 Stylos Pré-remplis/3ml,30mg/3ml,no_priority_inn_or_seed_match,PCT,true
APPELOM,APPELOM 10mg Comp.Pell. Bt 30,10mg,no_priority_inn_or_seed_match,PCT,true
APPELOM,APPELOM 20mg Comp.Pell. Bt 30,20mg,no_priority_inn_or_seed_match,PCT,true
APROFORT,APROFORT 150mg/5mg Comp.Pell. Bt 30,150mg/5mg,no_priority_inn_or_seed_match,PCT,true
APROFORT,APROFORT 150mg/5mg Comp.Pell. Bt 90,150mg/5mg,no_priority_inn_or_seed_match,PCT,true
APROFORT,APROFORT 300mg/10mg Comp.Pell. Bt 30,300mg/10mg,no_priority_inn_or_seed_match,PCT,true
APROFORT,APROFORT 300mg/10mg Comp.Pell. Bt 90,300mg/10mg,no_priority_inn_or_seed_match,PCT,true
APROFORT,APROFORT 300mg/5mg Comp.Pell. Bt 30,300mg/5mg,no_priority_inn_or_seed_match,PCT,true
APROFORT,APROFORT 300mg/5mg Comp.Pell. Bt 90,300mg/5mg,no_priority_inn_or_seed_match,PCT,true
APROKAM,APROKAM 50mg Pdre. P. Prép. Inj. Bt 10Fl + 10Aig,50mg,no_priority_inn_or_seed_match,PCT,true
APROVASC,APROVASC 150mg/5mg Comp.Pell. Bt 30,150mg/5mg,no_priority_inn_or_seed_match,PCT,true
APROVASC,APROVASC 300mg/10mg Comp.Pell. Bt 30,300mg/10mg,no_priority_inn_or_seed_match,PCT,true
APROVASC,APROVASC 300mg/5mg Comp.Pell. Bt 30,300mg/5mg,no_priority_inn_or_seed_match,PCT,true
APROVEL,APROVEL 150mg Comp.Pell. Bt 30,150mg,no_priority_inn_or_seed_match,PCT,true
APROVEL,APROVEL 150mg Comp.Pell. Bt 90,150mg,no_priority_inn_or_seed_match,PCT,true
APROVEL,APROVEL 300mg Comp.Pell. Bt 30,300mg,no_priority_inn_or_seed_match,PCT,true
APROVEL,APROVEL 300mg Comp.Pell. Bt 90,300mg,no_priority_inn_or_seed_match,PCT,true
APROZAR,APROZAR 150mg Comp.Pell. Bt 28,150mg,no_priority_inn_or_seed_match,PCT,true
APROZAR,APROZAR 150mg Comp.Pell. Bt 30,150mg,no_priority_inn_or_seed_match,PCT,true
APROZAR,APROZAR 150mg Comp.Pell. Bt 90,150mg,no_priority_inn_or_seed_match,PCT,true
APROZAR,APROZAR 300mg Comp.Pell. Bt 28,300mg,no_priority_inn_or_seed_match,PCT,true
APROZAR,APROZAR 300mg Comp.Pell. Bt 30,300mg,no_priority_inn_or_seed_match,PCT,true
APROZAR,APROZAR 300mg Comp.Pell. Bt 90,300mg,no_priority_inn_or_seed_match,PCT,true
APYREX PEDIATRIQUE,APYREX PEDIATRIQUE 3% Susp.Buv. Fl 90ml,3%,no_priority_inn_or_seed_match,PCT,true
APYROSIS Nour. Susp.Buv. Fl,APYROSIS Nour. Susp.Buv. Fl 150ml,150ml,no_priority_inn_or_seed_match,PCT,true
APYROSIS Susp.Buv. Bt 24 Sachets-dose/,APYROSIS Susp.Buv. Bt 24 Sachets-dose/10ml,10ml,no_priority_inn_or_seed_match,PCT,true
APYROSIS Susp.Buv. Fl,APYROSIS Susp.Buv. Fl 250ml,250ml,no_priority_inn_or_seed_match,PCT,true
ARACYTINE,ARACYTINE 1gr Pdre.P.Prép.Inj. Bt 1Fl,1g,no_priority_inn_or_seed_match,PCT,true
ARADEUX,ARADEUX 150mg Comp.Pell. Bt 30,150mg,no_priority_inn_or_seed_match,PCT,true
ARADEUX,ARADEUX 150mg Comp.Pell. Bt 90,150mg,no_priority_inn_or_seed_match,PCT,true
ARADEUX,ARADEUX 300mg Comp.Pell. Bt 30,300mg,no_priority_inn_or_seed_match,PCT,true
ARADEUX,ARADEUX 300mg Comp.Pell. Bt 90,300mg,no_priority_inn_or_seed_match,PCT,true
ARADEUX PLUS,ARADEUX PLUS 300mg/10mg Comp.Pell. Bt 90,300mg/10mg,no_priority_inn_or_seed_match,PCT,true
ARADEUX PLUS 150/5,ARADEUX PLUS 150/5 150mg/5mg Comp.Pell. Bt 30,150mg/5mg,no_priority_inn_or_seed_match,PCT,true
ARADEUX PLUS 150/5,ARADEUX PLUS 150/5 150mg/5mg Comp.Pell. Bt 90,150mg/5mg,no_priority_inn_or_seed_match,PCT,true
ARADEUX PLUS 300/10,ARADEUX PLUS 300/10 300mg/10mg Comp.Pell. Bt 30,300mg/10mg,no_priority_inn_or_seed_match,PCT,true
ARADEUX PLUS 300/5,ARADEUX PLUS 300/5 300mg/5mg Comp.Pell. Bt 30,300mg/5mg,no_priority_inn_or_seed_match,PCT,true
ARADEUX PLUS 300/5,ARADEUX PLUS 300/5 300mg/5mg Comp.Pell. Bt 90,300mg/5mg,no_priority_inn_or_seed_match,PCT,true
ARALEAD,ARALEAD 16mg Comp.Pell.Séc. Bt 30,16mg,no_priority_inn_or_seed_match,PCT,true
ARALEAD,ARALEAD 16mg Comp.Pell.Séc. Bt 90,16mg,no_priority_inn_or_seed_match,PCT,true
ARALEAD,ARALEAD 4mg Comp.Pell.Séc. Bt 30,4mg,no_priority_inn_or_seed_match,PCT,true
ARALEAD,ARALEAD 4mg Comp.Pell.Séc. Bt 90,4mg,no_priority_inn_or_seed_match,PCT,true
ARALEAD,ARALEAD 8mg Comp.Pell.Séc. Bt 30,8mg,no_priority_inn_or_seed_match,PCT,true
ARALEAD,ARALEAD 8mg Comp.Pell.Séc. Bt 90,8mg,no_priority_inn_or_seed_match,PCT,true
ARALEAD PLUS,ARALEAD PLUS 16mg/12.5mg Comp.Pell.Séc. Bt 30,16mg/12.5mg,no_priority_inn_or_seed_match,PCT,true
ARALEAD PLUS,ARALEAD PLUS 16mg/12.5mg Comp.Pell.Séc. Bt 90,16mg/12.5mg,no_priority_inn_or_seed_match,PCT,true
ARALEAD PLUS,ARALEAD PLUS 8mg/12.5mg Comp.Pell.Séc. Bt 30,8mg/12.5mg,no_priority_inn_or_seed_match,PCT,true
ARALEAD PLUS,ARALEAD PLUS 8mg/12.5mg Comp.Pell.Séc. Bt 90,8mg/12.5mg,no_priority_inn_or_seed_match,PCT,true
ARAVA,ARAVA 100mg Comp pell. Bt 3,100mg,no_priority_inn_or_seed_match,PCT,true
ARAVA,ARAVA 10mg Comp.Pell. Fl 30,10mg,no_priority_inn_or_seed_match,PCT,true
ARAVA,ARAVA 20mg Comp.Pell. Fl 30,20mg,no_priority_inn_or_seed_match,PCT,true
ARAVEN,ARAVEN 150mg Comp.Pell. Bt 30,150mg,no_priority_inn_or_seed_match,PCT,true
ARAVEN,ARAVEN 150mg Comp.Pell. Bt 90,150mg,no_priority_inn_or_seed_match,PCT,true
ARAVEN,ARAVEN 300mg Comp.Pell. Bt 30,300mg,no_priority_inn_or_seed_match,PCT,true
ARAVEN,ARAVEN 300mg Comp.Pell. Bt 90,300mg,no_priority_inn_or_seed_match,PCT,true
ARAVEN IC,ARAVEN IC 150mg/5mg Comp.Pell. Bt 28,150mg/5mg,no_priority_inn_or_seed_match,PCT,true
ARAVEN IC,ARAVEN IC 150mg/5mg Comp.Pell. Bt 30,150mg/5mg,no_priority_inn_or_seed_match,PCT,true
ARAVEN IC,ARAVEN IC 150mg/5mg Comp.Pell. Bt 90,150mg/5mg,no_priority_inn_or_seed_match,PCT,true
ARAVEN IC,ARAVEN IC 300mg/10mg Comp.Pell. Bt 30,300mg/10mg,no_priority_inn_or_seed_match,PCT,true
ARAVEN IC,ARAVEN IC 300mg/10mg Comp.Pell. Bt 90,300mg/10mg,no_priority_inn_or_seed_match,PCT,true
ARAVEN IC,ARAVEN IC 300mg/5mg Comp.Pell. Bt 30,300mg/5mg,no_priority_inn_or_seed_match,PCT,true
ARAVEN IC,ARAVEN IC 300mg/5mg Comp.Pell. Bt 90,300mg/5mg,no_priority_inn_or_seed_match,PCT,true
ARGINO-B,ARGINO-B Comp.Pell. Bt 24,,no_priority_inn_or_seed_match,PCT,true
ARHIN,ARHIN 1% Sol.Buv. Fl 15ml,1%,no_priority_inn_or_seed_match,PCT,true
ARICEPT,ARICEPT 10mg Comp.Pell. Bt 28,10mg,no_priority_inn_or_seed_match,PCT,true
ARICEPT,ARICEPT 5mg Comp.Pell. Bt 28,5mg,no_priority_inn_or_seed_match,PCT,true
ARIMIDEX,ARIMIDEX 1mg Comp.Pell. Bt 30,1mg,no_priority_inn_or_seed_match,PCT,true
ARIZIL,ARIZIL 10mg Comp.Pell. Bt 30,10mg,no_priority_inn_or_seed_match,PCT,true
ARIZIL,ARIZIL 5mg Comp.Pell. Bt 30,5mg,no_priority_inn_or_seed_match,PCT,true
ARNIGEL Gel Derm. Tb,ARNIGEL Gel Derm. Tb 45gr,45g,no_priority_inn_or_seed_match,PCT,true
AROMAPLEX,AROMAPLEX 25mg Comp.Pell. Bt 30,25mg,no_priority_inn_or_seed_match,PCT,true
AROMASINE,AROMASINE 25mg Comp.Enr. Bt 30,25mg,no_priority_inn_or_seed_match,PCT,true
ARTANE,ARTANE 10mg Sol.Inj. Bt 5/5ml,10mg,no_priority_inn_or_seed_match,PCT,true
ARTELAC,ARTELAC 3.20mg Collyre Fl 10ml,3.20mg,no_priority_inn_or_seed_match,PCT,true
ARTHROSYL,ARTHROSYL 0.5% Gel Derm.Tb 50gr,0.5%,no_priority_inn_or_seed_match,PCT,true
ARTHROSYL,ARTHROSYL 10mg Gél. Bt 30,10mg,no_priority_inn_or_seed_match,PCT,true
ARTHROSYL,ARTHROSYL 20mg Gél. Bt 20,20mg,no_priority_inn_or_seed_match,PCT,true
ARTIBREX,ARTIBREX 200mg Gél. Bt 10,200mg,no_priority_inn_or_seed_match,PCT,true
ARTIBREX,ARTIBREX 200mg Gél. Bt 20,200mg,no_priority_inn_or_seed_match,PCT,true
ARTIBREX,ARTIBREX 200mg Gél. Bt 30,200mg,no_priority_inn_or_seed_match,PCT,true
ARTOTEC,ARTOTEC 50mg/0.2mg Comp.Gastro-résist. Bt 30,50mg/0.2mg,no_priority_inn_or_seed_match,PCT,true
ARTOTEC,ARTOTEC 75mg/0.2mg Comp.Gastro-résist. Bt 20,75mg/0.2mg,no_priority_inn_or_seed_match,PCT,true
AS-ONE,AS-ONE 100mg Comp.Pell. Bt 4,100mg,no_priority_inn_or_seed_match,PCT,true
AS-ONE,AS-ONE 25mg Comp.Pell. Bt 4,25mg,no_priority_inn_or_seed_match,PCT,true
AS-ONE,AS-ONE 50mg Comp.Pell. Bt 4,50mg,no_priority_inn_or_seed_match,PCT,true
ASCABIOL Lotion Fl,ASCABIOL Lotion Fl 125ml,125ml,no_priority_inn_or_seed_match,PCT,true
ASCALOL Lotion,ASCALOL Lotion 25% Fl 125ml,25%,no_priority_inn_or_seed_match,PCT,true
ASCALOL Lotion Fl,ASCALOL Lotion Fl 125ml,125ml,no_priority_inn_or_seed_match,PCT,true
ASCAPOUDRE,ASCAPOUDRE 0.4% Pdre.Us.Ext. Fl 100gr,0.4%,no_priority_inn_or_seed_match,PCT,true
ASMULAIR,ASMULAIR 10mg Comp.Pell. Bt 30,10mg,no_priority_inn_or_seed_match,PCT,true
ASMULAIR,ASMULAIR 5mg Comp. à Croquer Bt 30,5mg,no_priority_inn_or_seed_match,PCT,true
ASPEGIC ADULTES,ASPEGIC ADULTES 1000mg Pdre.P.Sol.Or. Bt 20,1000mg,no_priority_inn_or_seed_match,PCT,true
ASPEGIC ADULTES,ASPEGIC ADULTES 1000mg Pdre.P.Sol.Or. Bt 20 Sachets,1000mg,no_priority_inn_or_seed_match,PCT,true
ASTAIR,ASTAIR 10mg Comp.Pell. Bt 30,10mg,no_priority_inn_or_seed_match,PCT,true
ASTAIR,ASTAIR 5mg Comp. à Croquer Bt 30,5mg,no_priority_inn_or_seed_match,PCT,true
ASTRADOL,ASTRADOL 100mg/2ml Sol.Inj. Bt 5/2ml,100mg/2ml,no_priority_inn_or_seed_match,PCT,true
ASTRADOL,ASTRADOL 100mg/ml Gttes.Buv. Fl 10ml,100mg,no_priority_inn_or_seed_match,PCT,true
ASTRADOL,ASTRADOL 50mg Gél. Bt 10,50mg,no_priority_inn_or_seed_match,PCT,true
ASTRADOL,ASTRADOL 50mg Gél. Bt 30,50mg,no_priority_inn_or_seed_match,PCT,true
ASTRADOL LP,ASTRADOL LP 100mg Comp. Bt 10,100mg,no_priority_inn_or_seed_match,PCT,true
ATACAND,ATACAND 16mg Comp.Séc. Bt 30,16mg,no_priority_inn_or_seed_match,PCT,true
ATACAND,ATACAND 4mg Comp.Séc. Bt 30,4mg,no_priority_inn_or_seed_match,PCT,true
ATACAND,ATACAND 8mg Comp.Séc. Bt 30,8mg,no_priority_inn_or_seed_match,PCT,true
ATARAX,ATARAX 100mg Sol.Inj. Bt 6/2ml,100mg,no_priority_inn_or_seed_match,PCT,true
ATARAX,ATARAX 10mg/5ml Sirop Fl 200ml,10mg/5ml,no_priority_inn_or_seed_match,PCT,true
ATARAX,ATARAX 25mg Comp.Pell.Séc. Bt 30,25mg,no_priority_inn_or_seed_match,PCT,true
ATENAD,ATENAD 100mg Comp.Pell.Séc. Bt 30,100mg,no_priority_inn_or_seed_match,PCT,true
ATENOR,ATENOR 100mg Comp. Bt 30,100mg,no_priority_inn_or_seed_match,PCT,true
ATENOR,ATENOR 50mg Comp. Bt 30,50mg,no_priority_inn_or_seed_match,PCT,true
ATEPADENE,ATEPADENE 30mg Gél. Bt 30,30mg,no_priority_inn_or_seed_match,PCT,true
ATIMOS,ATIMOS 12µg Sol.P.Inha. Fl 100Doses (F),,no_priority_inn_or_seed_match,PCT,true
ATORVEX,ATORVEX 10mg Comp.Pell. Fl 30,10mg,no_priority_inn_or_seed_match,PCT,true
ATORVEX,ATORVEX 10mg Comp.Pell. Fl 90,10mg,no_priority_inn_or_seed_match,PCT,true
ATORVEX,ATORVEX 20mg Comp.Pell. Fl 30,20mg,no_priority_inn_or_seed_match,PCT,true
ATORVEX,ATORVEX 20mg Comp.Pell. Fl 90,20mg,no_priority_inn_or_seed_match,PCT,true
ATORVEX,ATORVEX 40mg Comp.Pell. Fl 30,40mg,no_priority_inn_or_seed_match,PCT,true
ATORVEX,ATORVEX 40mg Comp.Pell. Fl 90,40mg,no_priority_inn_or_seed_match,PCT,true
ATRACURIUM MEDIS 25,ATRACURIUM MEDIS 25 25mg Sol.Inj. Bt 50/2.5ml (F),25mg,no_priority_inn_or_seed_match,PCT,true
ATRACURIUM MEDIS 50,ATRACURIUM MEDIS 50 50mg Sol.Inj. Bt 50/5ml (F),50mg,no_priority_inn_or_seed_match,PCT,true
ATRICAN,ATRICAN 250mg Caps. Molle Bt 8,250mg,no_priority_inn_or_seed_match,PCT,true
ATROALDO,ATROALDO 20mcg/doses Sol.P.Inhal. Fl 10ml/200doses,20mcg,no_priority_inn_or_seed_match,PCT,true
ATROPINE SAIPH,ATROPINE SAIPH 0.25mg/ml Sol.Inj. Bt 10/1ml,0.25mg,no_priority_inn_or_seed_match,PCT,true
ATROPINE UNIMED,ATROPINE UNIMED 1% Collyre Fl 5ml,1%,no_priority_inn_or_seed_match,PCT,true
ATROVAST 10,ATROVAST 10 10mg Comp.Pell. Bt 30,10mg,no_priority_inn_or_seed_match,PCT,true
ATROVAST 20,ATROVAST 20 20mg Comp.Pell.Séc. Bt 30,20mg,no_priority_inn_or_seed_match,PCT,true
ATROVAST 40,ATROVAST 40 40mg Comp.Pell.Séc. Bt 30,40mg,no_priority_inn_or_seed_match,PCT,true
ATROVAST 80,ATROVAST 80 80mg Comp.Pell.Séc. Bt 30,80mg,no_priority_inn_or_seed_match,PCT,true
AUBAGIO,AUBAGIO 14mg Comp.Pell. Bt 28,14mg,no_priority_inn_or_seed_match,PCT,true
AUGMENTIN 8/1 Ad.,AUGMENTIN 8/1 Ad. 500mg/62.5mg Comp.Pell. Bt 16,500mg/62.5mg,no_priority_inn_or_seed_match,PCT,true
AUGMENTIN 8/1 Ad.,AUGMENTIN 8/1 Ad. 500mg/62.5mg Comp.Pell. Bt 24,500mg/62.5mg,no_priority_inn_or_seed_match,PCT,true
AUGMENTIN Ad.,AUGMENTIN Ad. 1gr/125mg Pdre.P.Susp.Or. Bt 12 Sachets-doses,1g,no_priority_inn_or_seed_match,PCT,true
AUGMENTIN ENFANT,AUGMENTIN ENFANT 500mg/62.5mg Pdre.P.Susp.Or. Bt 12Sach.-Doses,500mg/62.5mg,no_priority_inn_or_seed_match,PCT,true
AUGMENTIN ENFANT,AUGMENTIN ENFANT 500mg/62.5mg Pdre.P.Susp.Or. Bt 24Sach.-Doses,500mg/62.5mg,no_priority_inn_or_seed_match,PCT,true
AUGMENTIN Nourr.,AUGMENTIN Nourr. 100mg/12.5mg/ml Pdre.P.Susp.Or. Fl 30ml + Pipette,100mg/12.5mg,no_priority_inn_or_seed_match,PCT,true
AUREOMYCINE SPECIA,AUREOMYCINE SPECIA 3% Pde Derm. Tb 15gr,3%,no_priority_inn_or_seed_match,PCT,true
AURICULARUM Pdre. Auricu. Fl/ 1Fl Pdre.+Slvt/,AURICULARUM Pdre. Auricu. Fl/ 1Fl Pdre.+Slvt/10ml,10ml,no_priority_inn_or_seed_match,PCT,true
AURIPAX Gttes.Auric. Fl,AURIPAX Gttes.Auric. Fl 15ml,15ml,no_priority_inn_or_seed_match,PCT,true
AVALTEX,AVALTEX 200mg Comp. Bt 30,200mg,no_priority_inn_or_seed_match,PCT,true
AVAMYS,AVAMYS 27.5µg/Pulv. Spray Nasal Fl 120Doses,,no_priority_inn_or_seed_match,PCT,true
