"row_number","medicine_label","medicine_value","brand_guess","strength_guess","source_url","scraped_at_utc"
"2577","MITOXANTRON EBEWE 20mg/10ml Sol.Inj. Bt 1Fl/10ml","MITOXANTRON EBEWE 20mg/10ml Sol.Inj. Bt 1Fl/10ml","MITOXANTRON EBEWE","20mg/10ml","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2578","MIXTARD 30 100UI/ml Susp.Inj. Fl 10ml (F)","MIXTARD 30 100UI/ml Susp.Inj. Fl 10ml (F)","MIXTARD 30","100UI","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2579","MIXTARD 30 100UI/ml Susp.Inj.Fl 10ml (F)","MIXTARD 30 100UI/ml Susp.Inj.Fl 10ml (F)","MIXTARD 30","100UI","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2580","MIXTARD 30 Penfill 100UI/ml Susp.Inj.Bt 5 Fl 3ml (F)","MIXTARD 30 Penfill 100UI/ml Susp.Inj.Bt 5 Fl 3ml (F)","MIXTARD 30 Penfill","100UI","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2581","MIZOLLEN 10mg Comp pell. L.M. Bt 14","MIZOLLEN 10mg Comp pell. L.M. Bt 14","MIZOLLEN","10mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2582","MMF 250mg Gél. Bt 100","MMF 250mg Gél. Bt 100","MMF","250mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2583","MMF 500mg Comp.Pell. Bt 56","MMF 500mg Comp.Pell. Bt 56","MMF","500mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2584","MOBIC 15mg Sol.Inj. Bt 3/1.5ml","MOBIC 15mg Sol.Inj. Bt 3/1.5ml","MOBIC","15mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2585","MOLSICOR 2mg Comp Séc. Bt 30","MOLSICOR 2mg Comp Séc. Bt 30","MOLSICOR","2mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2586","MOLSICOR 4mg Comp Séc. Bt 30","MOLSICOR 4mg Comp Séc. Bt 30","MOLSICOR","4mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2587","MOLSIDOMINE WINTHROP 2mg Comp.Séc. Bt 30","MOLSIDOMINE WINTHROP 2mg Comp.Séc. Bt 30","MOLSIDOMINE WINTHROP","2mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2588","MOLSIDOMINE WINTHROP 4mg Comp.Séc. Bt 30","MOLSIDOMINE WINTHROP 4mg Comp.Séc. Bt 30","MOLSIDOMINE WINTHROP","4mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2589","MOMENT 200 200mg/ml Gttes.Buv. Fl 12.5ml","MOMENT 200 200mg/ml Gttes.Buv. Fl 12.5ml","MOMENT 200","200mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2590","MONO-ETIKEN 16mg Comp.Séc. Bt 30","MONO-ETIKEN 16mg Comp.Séc. Bt 30","MONO-ETIKEN","16mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2591","MONO-ETIKEN 32mg Comp.Séc. Bt 30","MONO-ETIKEN 32mg Comp.Séc. Bt 30","MONO-ETIKEN","32mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2592","MONO-ETIKEN 4mg Comp.Séc. Bt 30","MONO-ETIKEN 4mg Comp.Séc. Bt 30","MONO-ETIKEN","4mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2593","MONO-ETIKEN 8mg Comp.Séc. Bt 30","MONO-ETIKEN 8mg Comp.Séc. Bt 30","MONO-ETIKEN","8mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2594","MONO-TIAZEM LP 200mg Gél. LP Bt 30","MONO-TIAZEM LP 200mg Gél. LP Bt 30","MONO-TIAZEM LP","200mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2595","MONO-TIAZEM LP 300mg Gél. LP Bt 30","MONO-TIAZEM LP 300mg Gél. LP Bt 30","MONO-TIAZEM LP","300mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2596","MONO-TILDIEM 200mg Gél. LP Bt 28","MONO-TILDIEM 200mg Gél. LP Bt 28","MONO-TILDIEM","200mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2597","MONO-TILDIEM LP 300mg Gél. LP Bt 28","MONO-TILDIEM LP 300mg Gél. LP Bt 28","MONO-TILDIEM LP","300mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2598","MONOCLINE 200 200mg Comp. Bt 10","MONOCLINE 200 200mg Comp. Bt 10","MONOCLINE 200","200mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2599","MONONINE 500UI Pdre.P.Prép.Inj. 1Fl+Solv./5ml+ Kit (F)","MONONINE 500UI Pdre.P.Prép.Inj. 1Fl+Solv./5ml+ Kit (F)","MONONINE","500UI","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2600","MONOPROST 50µg/ml Collyre Bt 30 Récipients Unidoses","MONOPROST 50µg/ml Collyre Bt 30 Récipients Unidoses","MONOPROST","","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2601","MONOREL 1mg Comp.Séc. Bt 30","MONOREL 1mg Comp.Séc. Bt 30","MONOREL","1mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2602","MONOREL 1mg Comp.Séc. Bt 90","MONOREL 1mg Comp.Séc. Bt 90","MONOREL","1mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2603","MONOREL 2mg Comp.Séc. Bt 30","MONOREL 2mg Comp.Séc. Bt 30","MONOREL","2mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2604","MONOREL 2mg Comp.Séc. Bt 90","MONOREL 2mg Comp.Séc. Bt 90","MONOREL","2mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2605","MONOREL 3mg Comp.Séc. Bt 30","MONOREL 3mg Comp.Séc. Bt 30","MONOREL","3mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2606","MONOREL 3mg Comp.Séc. Bt 90","MONOREL 3mg Comp.Séc. Bt 90","MONOREL","3mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2607","MONOREL 4mg Comp.Séc. Bt 30","MONOREL 4mg Comp.Séc. Bt 30","MONOREL","4mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2608","MONOREL 4mg Comp.Séc. Bt 90","MONOREL 4mg Comp.Séc. Bt 90","MONOREL","4mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2609","MONOREL 6mg Comp.Séc. Bt 90","MONOREL 6mg Comp.Séc. Bt 90","MONOREL","6mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2610","MONTELUKAST MYLAN 5mg Comp. à Croquer Bt 28","MONTELUKAST MYLAN 5mg Comp. à Croquer Bt 28","MONTELUKAST MYLAN","5mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2611","MONURIL ADULTE 3gr Granulés/Sol. buv Sachet/dose Bt 1","MONURIL ADULTE 3gr Granulés/Sol. buv Sachet/dose Bt 1","MONURIL ADULTE","3g","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2612","MOONIA 75µg Comp.Pell. Bt 28","MOONIA 75µg Comp.Pell. Bt 28","MOONIA","","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2613","MOPRAL 20mg Gél. Fl 14","MOPRAL 20mg Gél. Fl 14","MOPRAL","20mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2614","MORPHINE CHLORHYDRATE AGUETTANT 0.1mg/ml Sol.Inj. Bt 10/5ml","MORPHINE CHLORHYDRATE AGUETTANT 0.1mg/ml Sol.Inj. Bt 10/5ml","MORPHINE CHLORHYDRATE AGUETTANT","0.1mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2615","MORPHINE CHLORHYDRATE AGUETTANT 10mg/ml Sol.Inj. Bt 10amp /1ml","MORPHINE CHLORHYDRATE AGUETTANT 10mg/ml Sol.Inj. Bt 10amp /1ml","MORPHINE CHLORHYDRATE AGUETTANT","10mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2616","MORPHINE MEDIS 10mg/ml Sol.Inj. Bt 10 Amp./1ml","MORPHINE MEDIS 10mg/ml Sol.Inj. Bt 10 Amp./1ml","MORPHINE MEDIS","10mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2617","MORPHINE RENAUDIN 10mg/ml Sol.Inj. Bt 100/1ml","MORPHINE RENAUDIN 10mg/ml Sol.Inj. Bt 100/1ml","MORPHINE RENAUDIN","10mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2618","MOSCONTIN 60 60mg Comp.LP Bt 14","MOSCONTIN 60 60mg Comp.LP Bt 14","MOSCONTIN 60","60mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2619","MOSCONTIN 10 10mg Comp.a.LP Bt 14","MOSCONTIN 10 10mg Comp.a.LP Bt 14","MOSCONTIN 10","10mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2620","MOSCONTIN 100 100mg Comp. LP Bt 14","MOSCONTIN 100 100mg Comp. LP Bt 14","MOSCONTIN 100","100mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2621","MOSCONTIN 200mg Comp. LP Bt 14","MOSCONTIN 200mg Comp. LP Bt 14","MOSCONTIN","200mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2622","MOSCONTIN 30 30mg Comp. LP Bt 14","MOSCONTIN 30 30mg Comp. LP Bt 14","MOSCONTIN 30","30mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2623","MOVEN 15mg Gél. Bt 10","MOVEN 15mg Gél. Bt 10","MOVEN","15mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2624","MOVEN 7.5mg Gél. Bt 10","MOVEN 7.5mg Gél. Bt 10","MOVEN","7.5mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2625","MOVEN 7.5mg Gél. Bt 30","MOVEN 7.5mg Gél. Bt 30","MOVEN","7.5mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2626","MOXAL Comp. à Sucer Bt 30","MOXAL Comp. à Sucer Bt 30","MOXAL","","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2627","MOXONYL 0.2mg Comp.Pell. Bt 30","MOXONYL 0.2mg Comp.Pell. Bt 30","MOXONYL","0.2mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2628","MOXONYL 0.4mg Comp.Pell. Bt 30","MOXONYL 0.4mg Comp.Pell. Bt 30","MOXONYL","0.4mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2629","MP 20 20mg Pdre.Prép.Inj. Bt 1Fl+Solv./2ml","MP 20 20mg Pdre.Prép.Inj. Bt 1Fl+Solv./2ml","MP 20","20mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2630","MP 40 40mg Pdre.P.Prép.Inj. Bt 1Fl+Solv./2ml","MP 40 40mg Pdre.P.Prép.Inj. Bt 1Fl+Solv./2ml","MP 40","40mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2631","MP 500 500mg Pdre.P.Prép.Inj. Bt 10Fl","MP 500 500mg Pdre.P.Prép.Inj. Bt 10Fl","MP 500","500mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2632","MUCARE 200 200mg Glés. P. Sol. Buv. Bt 20 Sachets","MUCARE 200 200mg Glés. P. Sol. Buv. Bt 20 Sachets","MUCARE 200","200mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2633","MUCOLARE 2% Sirop Fl 125ml","MUCOLARE 2% Sirop Fl 125ml","MUCOLARE","2%","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2634","MUCOLARE 5% Sirop Fl 150ml","MUCOLARE 5% Sirop Fl 150ml","MUCOLARE","5%","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2635","MUCOLARE 5% Sirop Fl 300ml","MUCOLARE 5% Sirop Fl 300ml","MUCOLARE","5%","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2636","MUCOLYSE 200mg Pdre.Sol.Or. Bt 30 sachets","MUCOLYSE 200mg Pdre.Sol.Or. Bt 30 sachets","MUCOLYSE","200mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2637","MUCOLYTE 4mg/5ml Sirop Fl 100ml","MUCOLYTE 4mg/5ml Sirop Fl 100ml","MUCOLYTE","4mg/5ml","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2638","MUCOSOL 2% Sirop Enf. Fl 200gr","MUCOSOL 2% Sirop Enf. Fl 200gr","MUCOSOL","2%","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2639","MUCOSOL 5% Sirop Ad. Fl 200gr","MUCOSOL 5% Sirop Ad. Fl 200gr","MUCOSOL","5%","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2640","MUCOSOL Ad. 5% Sirop Bt 12 Sachets/15gr","MUCOSOL Ad. 5% Sirop Bt 12 Sachets/15gr","MUCOSOL Ad.","5%","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2641","MUCULATOR 200mg Pdre. Susp.Or. Bt 30Sach./3gr","MUCULATOR 200mg Pdre. Susp.Or. Bt 30Sach./3gr","MUCULATOR","200mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2642","MUXOL 0.3% Sol.Buv. Fl 180ml","MUXOL 0.3% Sol.Buv. Fl 180ml","MUXOL","0.3%","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2643","MUXOL 30mg Comp. Bt 30","MUXOL 30mg Comp. Bt 30","MUXOL","30mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2644","MUXOL FORT 0.6% Sol.Buv. Fl 180ml","MUXOL FORT 0.6% Sol.Buv. Fl 180ml","MUXOL FORT","0.6%","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2645","MYCODERM 1% Crème Derm.Tb 30gr","MYCODERM 1% Crème Derm.Tb 30gr","MYCODERM","1%","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2646","MYCODERM 1% Lait Derm. Fl 30ml","MYCODERM 1% Lait Derm. Fl 30ml","MYCODERM","1%","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2647","MYCOHEAL 200mg Ovule Bt 7","MYCOHEAL 200mg Ovule Bt 7","MYCOHEAL","200mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2648","MYCOHEAL 400mg Ovule Bt 3","MYCOHEAL 400mg Ovule Bt 3","MYCOHEAL","400mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2649","MYCOPHIL 1% Crème Derm.Tb 15gr","MYCOPHIL 1% Crème Derm.Tb 15gr","MYCOPHIL","1%","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2650","MYCOPHIL 250mg Comp.Séc. Bt 20","MYCOPHIL 250mg Comp.Séc. Bt 20","MYCOPHIL","250mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2651","MYCOPHIL 250mg Comp.Séc. Bt 30","MYCOPHIL 250mg Comp.Séc. Bt 30","MYCOPHIL","250mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2652","MYCOREX 1% Crème Derm. Tb 30gr","MYCOREX 1% Crème Derm. Tb 30gr","MYCOREX","1%","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2653","MYCOREX 1% Lotion Fl 30ml","MYCOREX 1% Lotion Fl 30ml","MYCOREX","1%","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2654","MYCOSTER 1% Crème Derm. Tb 30gr","MYCOSTER 1% Crème Derm. Tb 30gr","MYCOSTER","1%","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2655","MYCOSTER 1% Pdre.Us.Ext. Fl 30gr","MYCOSTER 1% Pdre.Us.Ext. Fl 30gr","MYCOSTER","1%","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2656","MYCOSTER 1% Spray Sol. Fl 30ml","MYCOSTER 1% Spray Sol. Fl 30ml","MYCOSTER","1%","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2657","MYCOSTER VERNIS 8% Sol.Ext. Fl 3ml+Pinc.","MYCOSTER VERNIS 8% Sol.Ext. Fl 3ml+Pinc.","MYCOSTER VERNIS","8%","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2658","MYDRICOL 0.5% Collyre Fl 5ml","MYDRICOL 0.5% Collyre Fl 5ml","MYDRICOL","0.5%","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2659","MYHEP 400mg Comp.Pell. Fl 28","MYHEP 400mg Comp.Pell. Fl 28","MYHEP","400mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2660","MYOLAX 4mg Comp. Bt 12","MYOLAX 4mg Comp. Bt 12","MYOLAX","4mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2661","MYOLAX 4mg Comp. Bt 24","MYOLAX 4mg Comp. Bt 24","MYOLAX","4mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2662","MYORELAX Baume Tb 70gr","MYORELAX Baume Tb 70gr","MYORELAX Baume Tb","70g","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2663","MYTOPLASTINE Pde.Derm. Tb 20gr","MYTOPLASTINE Pde.Derm. Tb 20gr","MYTOPLASTINE Pde.Derm. Tb","20g","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2664","MYTOPLASTINE Pde.Derm. Tb 50gr","MYTOPLASTINE Pde.Derm. Tb 50gr","MYTOPLASTINE Pde.Derm. Tb","50g","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2665","NAABAK Collyre Fl 10ml","NAABAK Collyre Fl 10ml","NAABAK Collyre Fl","10ml","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2666","NAAXIA 49mg/ml Collyre Fl 5ml","NAAXIA 49mg/ml Collyre Fl 5ml","NAAXIA","49mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2667","NAFTOR 100mg Gél. Bt 20","NAFTOR 100mg Gél. Bt 20","NAFTOR","100mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2668","NAFTOR 100mg Gél. Bt 50","NAFTOR 100mg Gél. Bt 50","NAFTOR","100mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2669","NAKION G 5% Sol.Inj.P.Perf. Poche en PVC 500ml","NAKION G 5% Sol.Inj.P.Perf. Poche en PVC 500ml","NAKION G","5%","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2670","NALIDIX 500mg Comp. Bt 56","NALIDIX 500mg Comp. Bt 56","NALIDIX","500mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2671","NASACORT AQ 55mcg Spray nas Fl 120 Dos/16,5gr","NASACORT AQ 55mcg Spray nas Fl 120 Dos/16,5gr","NASACORT AQ","55mcg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2672","NASOMET 50mcg/Dose Susp.Nas. Fl 120 Doses","NASOMET 50mcg/Dose Susp.Nas. Fl 120 Doses","NASOMET","50mcg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2673","NASONEX 50Mcg/Dose Susp.Nas. Fl 140Doses","NASONEX 50Mcg/Dose Susp.Nas. Fl 140Doses","NASONEX","50Mcg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2674","NATECAL D3 600mg/400UI Comp.Orodisper. Fl 60","NATECAL D3 600mg/400UI Comp.Orodisper. Fl 60","NATECAL D3","600mg/400UI","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2675","NATISPRAY 0.3mg/Dose Sol.P.Pulv.Bucc. Fl 18ml/300 Doses","NATISPRAY 0.3mg/Dose Sol.P.Pulv.Bucc. Fl 18ml/300 Doses","NATISPRAY","0.3mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2676","NATRIXAM 1.5mg/10mg Comp. à Libération Modifiee Bt 30","NATRIXAM 1.5mg/10mg Comp. à Libération Modifiee Bt 30","NATRIXAM","1.5mg/10mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2677","NATRIXAM 1.5mg/5mg Comp. à Libération Modifiée Bt 30","NATRIXAM 1.5mg/5mg Comp. à Libération Modifiée Bt 30","NATRIXAM","1.5mg/5mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2678","NAUTAMINE 90mg Comp.Séc. Bt 20","NAUTAMINE 90mg Comp.Séc. Bt 20","NAUTAMINE","90mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2679","NAVELBINE 10mg Sol.Inj. Bt 10/1ml (F)","NAVELBINE 10mg Sol.Inj. Bt 10/1ml (F)","NAVELBINE","10mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2680","NAVELBINE 50mg Sol.Inj. Bt 10/5ml (F)","NAVELBINE 50mg Sol.Inj. Bt 10/5ml (F)","NAVELBINE","50mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2681","NEACREST 10mg Comp.Pell. Bt 30","NEACREST 10mg Comp.Pell. Bt 30","NEACREST","10mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2682","NEACREST 10mg Comp.Pell. Bt 90","NEACREST 10mg Comp.Pell. Bt 90","NEACREST","10mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2683","NEACREST 20mg Comp.Pell. Bt 30","NEACREST 20mg Comp.Pell. Bt 30","NEACREST","20mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2684","NEACREST 20mg Comp.Pell. Bt 90","NEACREST 20mg Comp.Pell. Bt 90","NEACREST","20mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2685","NEACREST 5mg Comp.Pell. Bt 30","NEACREST 5mg Comp.Pell. Bt 30","NEACREST","5mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2686","NEACREST 5mg Comp.Pell. Bt 90","NEACREST 5mg Comp.Pell. Bt 90","NEACREST","5mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2687","NEAFORGE 10mg/160mg Comp.Pell. Bt 90","NEAFORGE 10mg/160mg Comp.Pell. Bt 90","NEAFORGE","10mg/160mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2688","NEAFORGE 10mg/160mg Comp.Pell. Bt 30","NEAFORGE 10mg/160mg Comp.Pell. Bt 30","NEAFORGE","10mg/160mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2689","NEAFORGE 5mg/160mg Comp.Pell. Bt 30","NEAFORGE 5mg/160mg Comp.Pell. Bt 30","NEAFORGE","5mg/160mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2690","NEAFORGE 5mg/160mg Comp.Pell. Bt 90","NEAFORGE 5mg/160mg Comp.Pell. Bt 90","NEAFORGE","5mg/160mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
