"row_number","medicine_label","medicine_value","brand_guess","strength_guess","source_url","scraped_at_utc"
"2468","MEFOR 1gr Comp.Pell. Bt 60","MEFOR 1gr Comp.Pell. Bt 60","MEFOR","1g","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2469","MEFOR 850mg Comp.Pell. Bt 60","MEFOR 850mg Comp.Pell. Bt 60","MEFOR","850mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2470","MEGACEF 200mg Gél. Bt 16","MEGACEF 200mg Gél. Bt 16","MEGACEF","200mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2471","MEGACEF 200mg Gél. Bt 8","MEGACEF 200mg Gél. Bt 8","MEGACEF","200mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2472","MEGACEF Enf. 100mg/5mg Pdre.P.Susp.Or. Fl 40ml","MEGACEF Enf. 100mg/5mg Pdre.P.Susp.Or. Fl 40ml","MEGACEF Enf.","100mg/5mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2473","MEGACEF Enf. 100mg/5ml Pdre.P.Susp.Or. Fl 60ml","MEGACEF Enf. 100mg/5ml Pdre.P.Susp.Or. Fl 60ml","MEGACEF Enf.","100mg/5ml","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2474","MEGACEF NOURRISSONS 40mg/5ml Pdre.P.Susp.Or. Fl 60ml","MEGACEF NOURRISSONS 40mg/5ml Pdre.P.Susp.Or. Fl 60ml","MEGACEF NOURRISSONS","40mg/5ml","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2475","MEGAMAG Gél. Bt 40","MEGAMAG Gél. Bt 40","MEGAMAG","","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2476","MEGAPLATIN 150mg/15ml Sol.Inj. Fl 15ml","MEGAPLATIN 150mg/15ml Sol.Inj. Fl 15ml","MEGAPLATIN","150mg/15ml","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2477","MELADININE 0.1% Sol.Ext. Fl 24ml","MELADININE 0.1% Sol.Ext. Fl 24ml","MELADININE","0.1%","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2478","MELADININE 10mg Comp. Bt 30","MELADININE 10mg Comp. Bt 30","MELADININE","10mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2479","MEMIXA 10mg Comp.Pell.Séc. Bt 40","MEMIXA 10mg Comp.Pell.Séc. Bt 40","MEMIXA","10mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2480","MEMIXA 10mg Comp.Pell.Séc. Bt 60","MEMIXA 10mg Comp.Pell.Séc. Bt 60","MEMIXA","10mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2481","MEMIXA 20mg Comp.Pell.Séc. Bt 30","MEMIXA 20mg Comp.Pell.Séc. Bt 30","MEMIXA","20mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2482","MENAVEN Gel Derm. Tb 60 gr","MENAVEN Gel Derm. Tb 60 gr","MENAVEN Gel Derm. Tb","60g","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2483","MENOPUR 75UI Pdre.P.Prép.Inj. Bt 5Fl +5Amp. Solv./1ml","MENOPUR 75UI Pdre.P.Prép.Inj. Bt 5Fl +5Amp. Solv./1ml","MENOPUR","75UI","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2484","MEPRAZOL 10mg Gél. FL 14","MEPRAZOL 10mg Gél. FL 14","MEPRAZOL","10mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2485","MEPRAZOL 20mg Gél. FL 14","MEPRAZOL 20mg Gél. FL 14","MEPRAZOL","20mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2486","MEPRAZOL 20mg Gél. Fl 28","MEPRAZOL 20mg Gél. Fl 28","MEPRAZOL","20mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2487","MEPRAZOL 20mg Gél. Fl 7","MEPRAZOL 20mg Gél. Fl 7","MEPRAZOL","20mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2488","MEPROBAMATE 400mg Comp. Bt 40","MEPROBAMATE 400mg Comp. Bt 40","MEPROBAMATE","400mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2489","MEPROBAMATE 400mg Comp. Bt 500","MEPROBAMATE 400mg Comp. Bt 500","MEPROBAMATE","400mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2490","MERCUR SOL Complex N°39 Comp. Bt 60","MERCUR SOL Complex N°39 Comp. Bt 60","MERCUR","","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2491","MERIONAL 150UI/ml Pdre.P.Prép.Inj. Bt 1Fl + Amp Solv/1ml","MERIONAL 150UI/ml Pdre.P.Prép.Inj. Bt 1Fl + Amp Solv/1ml","MERIONAL","150UI","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2492","MERIONAL 75UI/ml Pdre.P.Prép.Inj. Bt 1Fl + Amp Solv/1ml","MERIONAL 75UI/ml Pdre.P.Prép.Inj. Bt 1Fl + Amp Solv/1ml","MERIONAL","75UI","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2493","MEROPENEM KABI 1gr Pdre.P.Sol.Inj. Bt 10Fl","MEROPENEM KABI 1gr Pdre.P.Sol.Inj. Bt 10Fl","MEROPENEM KABI","1g","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2494","MESATEC 500mg Comp.Gastro-résist. Bt 120","MESATEC 500mg Comp.Gastro-résist. Bt 120","MESATEC","500mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2495","MESATEC 500mg Comp.Gastro-résist. Bt 60","MESATEC 500mg Comp.Gastro-résist. Bt 60","MESATEC","500mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2496","MESONE 0.1% Crème Derm. Tb 30gr","MESONE 0.1% Crème Derm. Tb 30gr","MESONE","0.1%","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2497","MESONE 50mcg/Dose Spray Nasal Fl 120Doses","MESONE 50mcg/Dose Spray Nasal Fl 120Doses","MESONE","50mcg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2498","MESOPRAL 20mg Gél. Gastro-résist. Fl 28","MESOPRAL 20mg Gél. Gastro-résist. Fl 28","MESOPRAL","20mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2499","MESOPRAL 20mg Gél. Gastro-résist. Fl 7","MESOPRAL 20mg Gél. Gastro-résist. Fl 7","MESOPRAL","20mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2500","MESOPRAL 20mg Gél.Gastro-résist. Fl 16","MESOPRAL 20mg Gél.Gastro-résist. Fl 16","MESOPRAL","20mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2501","MESOPRAL 40mg Gél. Gastro-résist. Fl 28","MESOPRAL 40mg Gél. Gastro-résist. Fl 28","MESOPRAL","40mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2502","MESOPRAL 40mg Gél. Gastro-résist. Fl 7","MESOPRAL 40mg Gél. Gastro-résist. Fl 7","MESOPRAL","40mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2503","MESOPRAL 40mg Gél.Gastro-résist. Fl 16","MESOPRAL 40mg Gél.Gastro-résist. Fl 16","MESOPRAL","40mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2504","METALYSE 10 000U Pdre.P.Prép.Inj. Bt 1Fl/20ml +Ser./10ml","METALYSE 10 000U Pdre.P.Prép.Inj. Bt 1Fl/20ml +Ser./10ml","METALYSE 10 000U Pdre.P.Prép.Inj. Bt 1Fl/","20ml","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2505","METEOSPASMYL Caps 60mg Bt 20","METEOSPASMYL Caps 60mg Bt 20","METEOSPASMYL Caps","60mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2506","METEOXANE Gél. Bt 60","METEOXANE Gél. Bt 60","METEOXANE","","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2507","METFORAL 850mg Comp.Enr. Bt 105","METFORAL 850mg Comp.Enr. Bt 105","METFORAL","850mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2508","METFORAL 850mg Comp.Enr. Bt 30","METFORAL 850mg Comp.Enr. Bt 30","METFORAL","850mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2509","METFORMINE SANOFI 1000mg Comp.Pell.Séc. Bt 30","METFORMINE SANOFI 1000mg Comp.Pell.Séc. Bt 30","METFORMINE SANOFI","1000mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2510","METFORMINE SANOFI 850mg Comp.Pell. Bt 30","METFORMINE SANOFI 850mg Comp.Pell. Bt 30","METFORMINE SANOFI","850mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2511","METHACIN 100mg Suppo. Bt 10","METHACIN 100mg Suppo. Bt 10","METHACIN","100mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2512","METHACIN 50mg Suppo.Bt 10","METHACIN 50mg Suppo.Bt 10","METHACIN","50mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2513","METHERGIN 0.20mg/ml Sol.Inj. Bt 5/1ml (F)","METHERGIN 0.20mg/ml Sol.Inj. Bt 5/1ml (F)","METHERGIN","0.20mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2514","METHOTREXAT EBEWE 2.5mg Comp. Fl 50","METHOTREXAT EBEWE 2.5mg Comp. Fl 50","METHOTREXAT EBEWE","2.5mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2515","METHOTREXATE BIODIM 25mg/ml Sol.Inj. Bt 1Fl","METHOTREXATE BIODIM 25mg/ml Sol.Inj. Bt 1Fl","METHOTREXATE BIODIM","25mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2516","METHOTREXATE BIODIM 5mg/2ml Sol.Inj. Bt 1Fl","METHOTREXATE BIODIM 5mg/2ml Sol.Inj. Bt 1Fl","METHOTREXATE BIODIM","5mg/2ml","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2517","METHOTREXATE MYLAN 100mg/ml Sol.Inj. Bt 10Fl/ 50ml (Perf)","METHOTREXATE MYLAN 100mg/ml Sol.Inj. Bt 10Fl/ 50ml (Perf)","METHOTREXATE MYLAN","100mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2518","METHOTREXATE MYLAN 25mg/ml Sol.Inj.Perf. Bt 10Fl/20ml","METHOTREXATE MYLAN 25mg/ml Sol.Inj.Perf. Bt 10Fl/20ml","METHOTREXATE MYLAN","25mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2519","METHOTREXATE MYLAN 50mg/2ml Sol.Inj. Bt 10Fl/2ml","METHOTREXATE MYLAN 50mg/2ml Sol.Inj. Bt 10Fl/2ml","METHOTREXATE MYLAN","50mg/2ml","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2520","METHOTREXATE MYLAN 5mg/2ml Sol.Inj. Bt 10Fl/2ml","METHOTREXATE MYLAN 5mg/2ml Sol.Inj. Bt 10Fl/2ml","METHOTREXATE MYLAN","5mg/2ml","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2521","METHYLDOPA TERIAK 250mg Comp pell Bt 30","METHYLDOPA TERIAK 250mg Comp pell Bt 30","METHYLDOPA TERIAK","250mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2522","METROGYL 250mg Comp.Pell. Bt 20","METROGYL 250mg Comp.Pell. Bt 20","METROGYL","250mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2523","METROGYL 250mg Comp.Pell. Bt 500","METROGYL 250mg Comp.Pell. Bt 500","METROGYL","250mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2524","METRONIDAZOLE 0.5% Sol. Inj. Bt 25Fl/100ml","METRONIDAZOLE 0.5% Sol. Inj. Bt 25Fl/100ml","METRONIDAZOLE","0.5%","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2525","METRONIDAZOLE INFOMED 0.5% Sol.Inj.P.Perf. Carton De 50/Poche 100ml","METRONIDAZOLE INFOMED 0.5% Sol.Inj.P.Perf. Carton De 50/Poche 100ml","METRONIDAZOLE INFOMED","0.5%","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2526","METRONIDAZOLE INFOMED 0.5% Sol.Inj.P.Perf. Poche 100ml","METRONIDAZOLE INFOMED 0.5% Sol.Inj.P.Perf. Poche 100ml","METRONIDAZOLE INFOMED","0.5%","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2527","METRONIDAZOLE OPALIA 4% Susp.Buv. Fl 120ml","METRONIDAZOLE OPALIA 4% Susp.Buv. Fl 120ml","METRONIDAZOLE OPALIA","4%","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2528","MEVIROX 200mg Comp. Bt 30","MEVIROX 200mg Comp. Bt 30","MEVIROX","200mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2529","MEVIROX 250 250mg Pdre.P.Prép.Inj. Bt 10Fl SS","MEVIROX 250 250mg Pdre.P.Prép.Inj. Bt 10Fl SS","MEVIROX 250","250mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2530","MEVIROX 250 250mg Pdre.P.Prép.Inj. Bt 1Fl SS","MEVIROX 250 250mg Pdre.P.Prép.Inj. Bt 1Fl SS","MEVIROX 250","250mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2531","MEXINE 200mg Sol.Inj. Bt 10/2ml","MEXINE 200mg Sol.Inj. Bt 10/2ml","MEXINE","200mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2532","MG 2 PLUS 122mg/10ml Sol.Buv. Bt 20 Sachets-Dose/10ml","MG 2 PLUS 122mg/10ml Sol.Buv. Bt 20 Sachets-Dose/10ml","MG 2 PLUS","122mg/10ml","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2533","MG 2 PLUS Sol.Buv. Bt 20Fl /10ml","MG 2 PLUS Sol.Buv. Bt 20Fl /10ml","MG 2 PLUS Sol.Buv. Bt 20Fl /","10ml","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2534","MI-DIABENIL 2,5mg Comp Bt 60","MI-DIABENIL 2,5mg Comp Bt 60","MI-DIABENIL","2,5mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2535","MIACIN 500mg Amp inj Bt 6/2ml","MIACIN 500mg Amp inj Bt 6/2ml","MIACIN","500mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2536","MIBRAL 10mg Comp.Séc. Bt 30","MIBRAL 10mg Comp.Séc. Bt 30","MIBRAL","10mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2537","MIBRAL 10mg Comp.Séc. Bt 90","MIBRAL 10mg Comp.Séc. Bt 90","MIBRAL","10mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2538","MIBRAL 5 5mg Comp.Séc. Bt 90","MIBRAL 5 5mg Comp.Séc. Bt 90","MIBRAL 5","5mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2539","MIBRAL 5mg Comp.Séc. Bt 30","MIBRAL 5mg Comp.Séc. Bt 30","MIBRAL","5mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2540","MIBRAL 5mg Comp.Séc. Bt 60","MIBRAL 5mg Comp.Séc. Bt 60","MIBRAL","5mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2541","MICARDIS 40mg Comp. Bt 28","MICARDIS 40mg Comp. Bt 28","MICARDIS","40mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2542","MICARDIS 80mg Comp. Bt 28","MICARDIS 80mg Comp. Bt 28","MICARDIS","80mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2543","MICARDIS PLUS 80mg/12.5mg Comp. Bt 28","MICARDIS PLUS 80mg/12.5mg Comp. Bt 28","MICARDIS PLUS","80mg/12.5mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2544","MICARDIS PLUS 80mg/25mg Comp. Bt 28","MICARDIS PLUS 80mg/25mg Comp. Bt 28","MICARDIS PLUS","80mg/25mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2545","MICROGYNON 30µG Comp.Enr. Bt 3 Plaquettes de 21","MICROGYNON 30µG Comp.Enr. Bt 3 Plaquettes de 21","MICROGYNON","","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2546","MICROLUTON 30µg Comp.Pell. Bt 3/35","MICROLUTON 30µg Comp.Pell. Bt 3/35","MICROLUTON","","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2547","MICROPAQUE Susp.Buv. Bidon 2L","MICROPAQUE Susp.Buv. Bidon 2L","MICROPAQUE Susp.Buv. Bidon","2L","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2548","MICROPAQUE Susp.Buv. Fl 150ml","MICROPAQUE Susp.Buv. Fl 150ml","MICROPAQUE Susp.Buv. Fl","150ml","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2549","MICROVAL 30µg Comp.Enr. Bt 3 Plaquettes de 28","MICROVAL 30µg Comp.Enr. Bt 3 Plaquettes de 28","MICROVAL","","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2550","MIDAZOLAM SAIPH 25mg/5ml Sol.Inj. Bt 5Amp./5ml","MIDAZOLAM SAIPH 25mg/5ml Sol.Inj. Bt 5Amp./5ml","MIDAZOLAM SAIPH","25mg/5ml","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2551","MIDAZOLAM SAIPH 5mg/ml Sol.Inj. Bt 10Amp./1ml","MIDAZOLAM SAIPH 5mg/ml Sol.Inj. Bt 10Amp./1ml","MIDAZOLAM SAIPH","5mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2552","MIFLASONE 200mcg Gél. Bt 60 +Inha.","MIFLASONE 200mcg Gél. Bt 60 +Inha.","MIFLASONE","200mcg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2553","MIFLASONE 400mcg Gél. Bt 60 +Inha","MIFLASONE 400mcg Gél. Bt 60 +Inha","MIFLASONE","400mcg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2554","MIFLONIDE 200mcg Pdre.P.Inha.Bucc. Gél. Bt 60 +Inhalateur","MIFLONIDE 200mcg Pdre.P.Inha.Bucc. Gél. Bt 60 +Inhalateur","MIFLONIDE","200mcg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2555","MIFLONIDE 400mcg Pdre.P.Inha.Bucc. Gél. Bt 60 +Inhalateur","MIFLONIDE 400mcg Pdre.P.Inha.Bucc. Gél. Bt 60 +Inhalateur","MIFLONIDE","400mcg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2556","MIKOSTAT 100000 UI/ml Susp.Buv. Fl 30ml+Compte Gttes","MIKOSTAT 100000 UI/ml Susp.Buv. Fl 30ml+Compte Gttes","MIKOSTAT","100000UI","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2557","MIMPARA 30mg Comp.Pell. Bt 28","MIMPARA 30mg Comp.Pell. Bt 28","MIMPARA","30mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2558","MINESSE Comp.Pell. Bt 28 (24+4)","MINESSE Comp.Pell. Bt 28 (24+4)","MINESSE","","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2559","MINIRIN 10µg Spray Nasal Fl 2.5ml","MINIRIN 10µg Spray Nasal Fl 2.5ml","MINIRIN 10µg Spray Nasal Fl","2.5ml","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2560","MINIRIN 4µg Sol.Inj. Bt 10/1ml (F)","MINIRIN 4µg Sol.Inj. Bt 10/1ml (F)","MINIRIN 4µg Sol.Inj. Bt 10/","1ml","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2561","MINIRIN 60µg Lyoph.Or. Bt 30","MINIRIN 60µg Lyoph.Or. Bt 30","MINIRIN","","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2562","MINIRIN Sol.endonas.0,1mg/ml Fl 2,5ml (F)","MINIRIN Sol.endonas.0,1mg/ml Fl 2,5ml (F)","MINIRIN Sol.endonas.","0,1mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2563","MINIRINMELT 60µg Lyophilisat Or. Bt 30","MINIRINMELT 60µg Lyophilisat Or. Bt 30","MINIRINMELT","","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2564","MINOSTYL 2% Sol.Ext. Fl 90ml + Ser./1ml","MINOSTYL 2% Sol.Ext. Fl 90ml + Ser./1ml","MINOSTYL","2%","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2565","MINOSTYL 5% 5% Sol.Ext. Fl 90ml +Pipette/1ml","MINOSTYL 5% 5% Sol.Ext. Fl 90ml +Pipette/1ml","MINOSTYL","5%","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2566","MINOXIDIL 2% Sol.Ext. Fl 120ml","MINOXIDIL 2% Sol.Ext. Fl 120ml","MINOXIDIL","2%","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2567","MINOXIDIL 2% Sol.Ext.Coffret De 2Fl/120ml","MINOXIDIL 2% Sol.Ext.Coffret De 2Fl/120ml","MINOXIDIL","2%","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2568","MINOXIDIL 5% Sol.Ext. Fl 120ml","MINOXIDIL 5% Sol.Ext. Fl 120ml","MINOXIDIL","5%","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2569","MINOXIDIL IPS 2% Sol.Us.Ext. Fl 120ml","MINOXIDIL IPS 2% Sol.Us.Ext. Fl 120ml","MINOXIDIL IPS","2%","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2570","MINOXIDIL IPS 5% Sol.Us.Ext. Fl 120ml","MINOXIDIL IPS 5% Sol.Us.Ext. Fl 120ml","MINOXIDIL IPS","5%","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2571","MIOCAMEN 250mg Pdre.P.Susp.Or. Fl 30gr/120ml","MIOCAMEN 250mg Pdre.P.Susp.Or. Fl 30gr/120ml","MIOCAMEN","250mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2572","MIOCAMEN 600mg Comp.Séc. Bt 12","MIOCAMEN 600mg Comp.Séc. Bt 12","MIOCAMEN","600mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2573","MIOREL 4mg Gél. Bt 12","MIOREL 4mg Gél. Bt 12","MIOREL","4mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2574","MIOREL 4mg Gél. Bt 24","MIOREL 4mg Gél. Bt 24","MIOREL","4mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2575","MIRENA Disp. Intra-Uterin à 52mg (20µg/24H) Bt 1","MIRENA Disp. Intra-Uterin à 52mg (20µg/24H) Bt 1","MIRENA Disp. Intra-Uterin à","52mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"2576","MITOSYL Pde.Derm. Tb 65gr","MITOSYL Pde.Derm. Tb 65gr","MITOSYL Pde.Derm. Tb","65g","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
