brand_name,inn_raw,full_text,strength
NASOMET,,NASOMET 50mcg/Dose Susp.Nas. Fl 120 Doses,50mcg
NASONEX,,NASONEX 50Mcg/Dose Susp.Nas. Fl 140Doses,50Mcg
NATECAL,,NATECAL D3 600mg/400UI Comp.Orodisper. Fl 60,600mg
NATISPRAY,,NATISPRAY 0.3mg/Dose Sol.P.Pulv.Bucc. Fl 18ml/300 Doses,3mg
NATRIXAM,,NATRIXAM 1.5mg/10mg Comp. à Libération Modifiee Bt 30,5mg
NATRIXAM,,NATRIXAM 1.5mg/5mg Comp. à Libération Modifiée Bt 30,5mg
NAUTAMINE,,NAUTAMINE 90mg Comp.Séc. Bt 20,90mg
NAVELBINE,F,NAVELBINE 10mg Sol.Inj. Bt 10/1ml (F),10mg
NAVELBINE,F,NAVELBINE 50mg Sol.Inj. Bt 10/5ml (F),50mg
NEACREST,,NEACREST 10mg Comp.Pell. Bt 30,10mg
NEACREST,,NEACREST 10mg Comp.Pell. Bt 90,10mg
NEACREST,,NEACREST 20mg Comp.Pell. Bt 30,20mg
NEACREST,,NEACREST 20mg Comp.Pell. Bt 90,20mg
NEACREST,,NEACREST 5mg Comp.Pell. Bt 30,5mg
NEACREST,,NEACREST 5mg Comp.Pell. Bt 90,5mg
NEAFORGE,,NEAFORGE  10mg/160mg Comp.Pell. Bt 90,10mg
NEAFORGE,,NEAFORGE 10mg/160mg Comp.Pell. Bt 30,10mg
NEAFORGE,,NEAFORGE 5mg/160mg Comp.Pell. Bt 30,5mg
NEAFORGE,,NEAFORGE 5mg/160mg Comp.Pell. Bt 90,5mg
NEAFORGE,,NEAFORGE 5mg/80mg Comp.Pell. Bt 30,5mg
NEAFORGE,,NEAFORGE 5mg/80mg Comp.Pell. Bt 90,5mg
NEBICARD,,NEBICARD 5mg Comp.Quadriséc. Bt 30,5mg
NEBICOR,,NEBICOR 5mg Comp.Quadrisécable Bt 30,5mg
NEBILET,,NEBILET 5mg Comp.Séc. Bt 30,5mg
NEBILET,,NEBILET PLUS 5mg/12.5mg Comp.Pell. Bt 28,5mg
NEBILET,,NEBILET PLUS 5mg/25mg Comp.Pell. Bt 28,5mg
NEBILUS,,NEBILUS 5mg Comp. Quadriséquable Bt 90,5mg
NEBILUS,,NEBILUS 5mg Comp.Séc. Bt 30,5mg
NEFOMED,,NEFOMED 20mg Sol.Inj. Bt 5/2ml,20mg
NEMACEST,,NEMACEST 4% Susp.Buv. Fl 10ml,10ml
NEMACEST,,NEMACEST 400mg Comp. Bt 1,400mg
NEMACEST,,NEMACEST 400mg Comp. Bt 2,400mg
NEO-CODION,,NEO-CODION Adultes Sirop Fl 180ml,180ml
NEO-CODION,,NEO-CODION Enfant Sirop Fl 125ml,125ml
NEO-HEALAR,,NEO-HEALAR Pde. Rectale Tb 30gr,30g
NEO-HEALAR,,NEO-HEALAR Suppo. Bt 10,N/A
NEOBRUFEN,,NEOBRUFEN 400mg Comp.Pell. Bt 30,400mg
NEOCILONE,,NEOCILONE Pde.Derm. Tb 10gr,10g
NEOFUNGINE,,NEOFUNGINE Pde.Derm. Tb 10gr,10g
NEOMYCINE,,NEOMYCINE UNIMED 0.35% Collyre Fl 5ml,5ml
NEOPHRINE,,NEOPHRINE 10% Collyre Fl 10ml,10ml
NEOPRED,,NEOPRED Collyre Fl 5ml,5ml
NEOSTYNE,,NEOSTYNE Pde.Derm. Tb 10gr,10g
NERGESIC,,NERGESIC 150mg Gél. Bt 30,150mg
NERGESIC,,NERGESIC 150mg Gél. Bt 60,150mg
NERGESIC,,NERGESIC 75mg Gél. Bt 14,75mg
NERGESIC,,NERGESIC 75mg Gél. Bt 28,75mg
NERVICA,,NERVICA 150mg Gél. Bt 56,150mg
NERVICA,,NERVICA 75mg Gél. Bt 14,75mg
NERVICA,,NERVICA 75mg Gél. Bt 56,75mg
NETRAL,,NETRAL 100mg Comp.Pell.Séc. Bt 30,100mg
NETRAL,,NETRAL 50mg Comp.Pell. Bt 30,50mg
NEULEPTIL,,NEULEPTIL 10mg Gél. Bt 50,10mg
NEULEPTIL,,NEULEPTIL 4% Gtte buv. Fl 30ml,30ml
NEULEPTIL,,NEULEPTIL 4% Gttes. Buv.  Fl 30ml,30ml
NEURALGIN,,NEURALGIN 300mg Gél. Bt 50,300mg
NEURALGIN,,NEURALGIN 300mg Gél. Bt 90,300mg
NEURODOL,,"NEURODOL 0,2% Gttes.Buv. Fl 30ml",30ml
NEURODOL,,NEURODOL 0.2% Gttes.Buv. Fl 100ml,100ml
NEUROMED,,NEUROMED  75mg Gél. Bt 30,75mg
NEUROMED,,NEUROMED 150mg Gél. Bt 30,150mg
NEUROMED,,NEUROMED 150mg Gél. Bt 90,150mg
NEUROMED,,NEUROMED 75mg Gél. Bt 15,75mg
NEURYL,,NEURYL 150mg Gél. Bt 60,150mg
NEURYL,,NEURYL 75mg Gél. Bt 14,75mg
NEUTROMAX,F,NEUTROMAX 30MU Sol.Inj. Bt 1Fl/1ml (F),1ml
NEUTROMAX,F,NEUTROMAX 48MU Sol.Inj. Bt 1Fl/1ml (F),1ml
NEXUS,,NEXUS 20mg Gél. Gastro-résistante Bt 14,20mg
NEXUS,,NEXUS 20mg Gél. Gastro-résistante Bt 7,20mg
NEXUS,,NEXUS 40mg  Pdre.P.Prép.Inj. Bt 1Fl,40mg
NEXUS,,NEXUS 40mg Gél. Gastro-résistante Bt 14,40mg
NEXUS,,NEXUS 40mg Gél. Gastro-résistante Bt 28,40mg
NICARDIPINE,,NICARDIPINE MEDIS 10mg/10ml IV Sol.Inj. Bt 5/10ml,10mg
NICOPASS,,NICOPASS MENTHE FRAICHEUR Bt 12 Pastilles,N/A
NICOPASS,,NICOPASS MENTHE FRAICHEUR Bt 36 Pastilles,N/A
NICOPATCH,,NICOPATCH 14mg/24h 35mg/20cm2 Dispositif T.Derm. Bt 7,14mg
NICOPATCH,,NICOPATCH 21mg/24h 52.5mg/30cm2 Dispostif T.Derm. Bt 7,21mg
NICOPATCH,,NICOPATCH 7mg/24h 17.5mg/10cm2 Dispositif T.Derm. Bt 28,7mg
NICOPATCH,,NICOPATCH 7mg/24h 17.5mg/10cm2 Dispositif Trans-Dermique  Bt 7,7mg
NIDAZOLE,,NIDAZOLE 500mg Comp.Pell. Bt 14,500mg
NIFLUDERM,,NIFLUDERM 3% Crème Derm. Tb 60gr,60g
NIFLUGEL,,NIFLUGEL 2.5% Gel Derm. Tb 60gr,60g
NIFLUMIC,,NIFLUMIC 3% Crème Derm. Tb 60gr,60g
NIFLUMIC,,NIFLUMIC 400mg Suppo. Bt 100,400mg
NIFLUMIC,,NIFLUMIC 400mg Suppo. Bt 8,400mg
NIFLUMIC,,NIFLUMIC 700mg Suppo. Bt 100,700mg
NIFLUMIC,,NIFLUMIC 700mg Suppo. Bt 8,700mg
NIFLURIL,,NIFLURIL 700mg Suppo. Bt 8,700mg
NIFLURIL,,NIFLURIL Enf. 400mg Suppo. Bt 8,400mg
NIFROXID,,NIFROXID 200mg Gel. Bt 20,200mg
NIFROXID,,NIFROXID 220mg/5ml Susp buv.Fl 90ml,220mg
NIFROXID,,NIFROXID 220mg/5ml Susp.Buv. Fl 90ml,220mg
NIMBEX,F,NIMBEX 150mg/30ml Sol.Inj. IV Fl 30ml (F),150mg
NIMENRIX,F,NIMENRIX Pdre.P.Prép.Inj. Bt 1Fl Pdre./3ml + Solv. en Ser. Pré-remplie (F),3ml
NIPRAL,,NIPRAL 275 275mg Comp.Pell. Bt 10,275mg
NIPRAL,,NIPRAL 275 275mg Comp.Pell. Bt 30,275mg
NIPRAL,,NIPRAL 550 550mg Comp.Pell.Séc. Bt 16,550mg
NIPRAL,,NIPRAL 550 550mg Comp.Pell.Séc. Bt 8,550mg
NITIZYN,F,NITIZYN 10mg Gél. Fl 30 (F),10mg
NIVAQUINE,,NIVAQUINE 100mg Comp.Séc. Bt 100,100mg
NIVESTIM,F,NIVESTIM 30MU/0.5ml Sol.Inj. Bt 5Ser. Pré-remplies/0.5ml (F),5ml
NIVESTIM,F,NIVESTIM 48MU/0.5ml Sol.Inj. Bt 5Ser. Pré-remplies/0.5ml (F),5ml
NOCERTONE,,NOCERTONE 60mg Comp.Pell.Sec. Bt 30,60mg
NOMEGESTROL,,NOMEGESTROL STRAGEN 5mg Comp. Bt 10,5mg
NOOTROPYL,,NOOTROPYL 800mg Comp.Pell.Séc. Bt 45,800mg
NORACIN,,NORACIN 400mg Comp.Pell. Bt 14,400mg
NORACTONE,,NORACTONE 100mg Comp.Pell. Bt 10,100mg
NORACTONE,,NORACTONE 100mg Comp.Pell. Bt 100,100mg
NORACTONE,,NORACTONE 50mg Comp.Pell.Séc. Bt 30,50mg
NORADRENALINE,Sans Sulfites,NORADRENALINE AGUETTANT 8mg/4ml (Sans Sulfites) Sol.Inj.P.Perf. Bt 10/4ml,8mg
NORADRENALINE,sans conservateur,NORADRENALINE MEDIS (sans conservateur) 2mg/ml Sol.Inj.P.Perf. Bt 10Amp./4ml,2mg
NORADRENALINE,,NORADRENALINE MYLAN 8mg/4ml 2mg/ml Sol.Inj.P.Perf. Bt 50/4ml,8mg
NORADRENALINE,sans conservateur,NORADRENALINE SAIPH (sans conservateur) 8mg/4ml Sol.Inj. Bt 10/4ml,8mg
NORENOL,sans sulfites,NORENOL 8 (sans sulfites) 8mg/4ml Sol.Inj.P.Perf. Bt 10/4ml,8mg
NORMACOL,,NORMACOL LAVEMENT Ad. Sol.Rectale Fl 130ml,130ml
NORMACOL,,NORMACOL LAVEMENT Enf. Sol.Rect. Tb 60ml,60ml
NORMIX,,NORMIX 2% Susp.Buv. Fl 60ml,60ml
NORMIX,,NORMIX 200mg Comp.Enr. Bt 12,200mg
NORMOCARDIL,,NORMOCARDIL 40mg Comp.Quadriséc. Bt 45,40mg
NORMOCARDIL,,NORMOCARDIL 40mg Comp.Quadrisécable. Bt 300,40mg
NORMOPTIC,,NORMOPTIC 0.25% Collyre Fl 5ml,5ml
NORMOPTIC,,NORMOPTIC 0.5% Collyre Bt 50Fl/5ml,5ml
NORMOPTIC,,NORMOPTIC 0.5% Collyre Fl 5ml,5ml
NOROCEPT,,NOROCEPT 10mg Comp.Pell. Bt 30,10mg
NOROCEPT,,NOROCEPT 5mg Comp.Pell. Bt 30,5mg
NOSPASM,,NOSPASM 160mg Comp.Orodisp. Bt 12,160mg
NOSPASM,,NOSPASM 80mg Comp.Orodisp. Bt 10,80mg
NOSPASM,,NOSPASM 80mg Comp.Orodisp. Bt 20,80mg
NOSPASM,,NOSPASM 80mg Comp.Orodisp. Bt 30,80mg
NOTOS,,NOTOS COMBI 200µg/12µg Pdre.P.Inhal.Bucc. Bt 120 Gél. +Inhalateur,200µg
NOTOS,60+60 Gél.,NOTOS COMBI 400µg/12µg Pdre. P. Inhal. Bucc. Bt 2Fl (60+60 Gél.) +Inhal,400µg
NOTOS,,NOTOS EASY FLOW 12µg Pdre.P.Inhal.Bucc. Bt 30 Gél.+ Inhal,12µg
NOTOS,,NOTOS EASY FLOW 12µg Pdre.P.Inhal.Bucc. Bt 60 Gél. + Inhal,12µg
NOTOS,,NOTOS EASY FLOW 12µg Pdre.P.Inhal.Bucc. Bt 60 Gél. + Inhal.,12µg
NOVACLAV,,NOVACLAV 500mg/62.5mg Comp.Pell Bt 24,500mg
NOVACLAV,,NOVACLAV 500mg/62.5mg Comp.Pell. Bt 16,500mg
NOVACLAV,,NOVACLAV Ad. 1gr/125mg Pdre.P.Susp.Or. Bt 12,1g
NOVACLAV,,NOVACLAV Ad. 1gr/125mg Pdre.P.Susp.Or. Bt 21,1g
NOVACLAV,,NOVACLAV Enf. 100mg/12.5mg/ml Pdre.P.Susp.Or. Fl 60ml+Ser. doseuse,100mg
NOVACLAV,,NOVACLAV Enf. 500mg/62.5mg Pdre.P.Susp.Or. Bt 12 Sachets-doses,500mg
NOVACLAV,,NOVACLAV Enf. 500mg/62.5mg Pdre.P.Susp.Or. Bt 21 Sachets-doses,500mg
NOVACLAV,,NOVACLAV ENFANT 100mg/12.5mg/ml Pdre.P.Susp.Or. Fl 60ml+Ser. doseuse,100mg
NOVACLAV,,NOVACLAV Nourr. 100mg/12.5mg/ml Pdre.Susp.or. Fl 30ml+Ser. doseuse,100mg
NOVADOL,,NOVADOL 1000mg Comp. Bt 8,1000mg
NOVADOL,,NOVADOL 1gr Pdre.Sol.Or. Bt 8Sach.,1g
NOVADOL,,NOVADOL 300mg Pdre.Sol.Or. Bt 12Sach.,300mg
NOVADOL,,NOVADOL 500mg Comp. Bt 12,500mg
NOVADOL,,NOVADOL 500mg Comp. Bt 16,500mg
NOVADOL,,NOVADOL 500mg Gél. Bt 16,500mg
NOVADOL,,NOVADOL 500mg Pdre.Sol.Or. Bt 12Sach.,500mg
NOVADOL,,NOVADOL EXTRA 500mg/65mg Comp. Bt 16,500mg
NOVAFEN,,NOVAFEN 200mg Comp.Pell. Bt 20,200mg
NOVAFEN,,NOVAFEN 20mg/1ml Susp.Buv. Fl 125ml,20mg
NOVAFEN,,NOVAFEN 400mg Comp.Pell. Bt 20,400mg
NOVAFEN,,NOVAFEN 600mg Comp.Pell. Bt 20,600mg
NOVAMOX,,NOVAMOX 1gr Comp.Disper. Bt 12,1g
NOVAMOX,,NOVAMOX 250mg/5ml Pdre.P.Susp.Or. Fl 60ml,250mg
NOVAMOX,,NOVAMOX 500mg Comp.Disper. Bt 12,500mg
NOVAMOX,,NOVAMOX 500mg Comp.Disper. Bt 24,500mg
NOVAMOX,,NOVAMOX 500mg/5ml Pdre.P.Susp.Or. Fl 60ml,500mg
NOVASFON,,NOVASFON 160mg Comp.Orodisp. Bt 12,160mg
NOVASFON,,NOVASFON 80mg Comp. Orodisp. Bt 20,80mg
NOVATOUX,15mg/5ml,NOVATOUX ADULTES Toux sèche 0.3% (15mg/5ml) Sirop Fl 150ml,15mg
NOVATOUX,,NOVATOUX ENFANTS 0.1% Sirop Fl 150ml,150ml
NOVEX,,NOVEX AD Pdre.P.Susp.Or. Bt 8Sachets,N/A
NOVO,F,NOVO EIGHT 1000UI Pdre.P.Prép.Inj. Bt 1Fl Pdre+Ser.Pré-remplie/4ml +1Tige piston +Adapteur P. Fl (F),1000UI
NOVO,F,NOVO EIGHT 500UI Pdre.P.Susp.Inj. Bt 1Fl Pdre+Ser. Pré-remplie/4ml +1tige piston+Adapteur P.Fl (F),500UI
NOVOMIX,F,NOVOMIX 30 FLEXPEN 100UI/ml Susp.Inj. Bt 5 Stylos Pré-remplis/ 3ml (F),100UI
NOVONORM,,NOVONORM 0.5mg Comp. Bt 30,5mg
NOVONORM,,NOVONORM 0.5mg Comp. Bt 90,5mg
NOVONORM,,NOVONORM 1mg Comp. Bt 30,1mg
NOVONORM,,NOVONORM 1mg Comp. Bt 90,1mg
NOVONORM,,NOVONORM 2mg Comp. Bt 30,2mg
NOVONORM,,NOVONORM 2mg Comp. Bt 90,2mg
NOVORAPID,F,NOVORAPID FLEXPEN 100UI/ml Sol.Inj. Bt 5 Stylos Pré-remplis/3ml (F),100UI
NOVOSEVEN,50 KUI,NOVOSEVEN 1mg (50 KUI) Pdre. P. Prép. Inj. Bt 1Fl Pdre +Solv/1.12ml,1mg
NOVOSEVEN,,NOVOSEVEN 2mg Pdre.P.Prép.Inj. Bt 1Fl +Solv. en Ser. Préremplie,2mg
NOVOSEVEN,250KUI,NOVOSEVEN 5mg (250KUI) Pdre.P.Prép.Inj. Bt 1Fl +Solv.,5mg
NOXEN,,NOXEN 500mg Suppo. Bt 12,500mg
NOZINAN,,NOZINAN 25mg Sol.Inj. Bt 5/1ml,25mg
NOZINAN,,NOZINAN 4% 40mg/ml Sol.Buv. Fl 30ml,40mg
NUTRYELT,,NUTRYELT Sol.Inj.P.Perf. Bt 10Amp./10 ml,10 ml
NYSTATINE,,NYSTATINE 2% Pde.Derm. Tb 25gr,25g
OCREVUS,F,OCREVUS 300mg Sol.Inj.P.Perf. Bt 1Fl/ 10ml (F),300mg
OCTAGAM,F,OCTAGAM 2.5gr Sol.Inj.P.Perf. Fl 50ml (F),5g
OCTAGAM,,OCTAGAM 5gr Sol.Inj.P.Perf. Fl 100ml,5g
OCTANATE,F,OCTANATE 50UI/ml 250UI Pdre.P.Prép.Inj. Bt 1Fl+S/5ml +Set de transfert (F),50UI
OCTANATE,F,OCTANATE 50UI/ml 500UI Pdre.P.Prép.Inj. Bt 1Fl+S/10ml +Set De Transfert (F),50UI
ODRIK,,ODRIK 0.5mg Gél. Bt 28,5mg
ODRIK,,ODRIK 2mg Gél. Bt 28,2mg
ODRIK,,ODRIK 4mg Gél. Bt 28,4mg
OESTROGEL,,OESTROGEL 0.06% Gel Derm. Tb 80gr,80g
OFEV,,OFEV 100mg Caps. Molle Bt 60,100mg
OFEV,,OFEV 150mg Caps. Molle Bt 60,150mg
OFLO,,OFLO 200 200mg/40ml Sol.Inj. Bt 1Fl/40ml,200mg
OFLOCET,,OFLOCET 200mg Comp.Pell. Bt 10,200mg
OFLOCET,,OFLOCET 200mg Comp.Pell. Bt 14,200mg
OFLOCOL,,OFLOCOL 0.3% Collyre Fl 5ml,5ml
OFLOCOL,,OFLOCOL 1.5mg/0.5ml Collyre monodose Bt 15 ophtadoses/0.5ml,5mg
OFLOCOL,,OFLOCOL 3M 0.3% Collyre Fl 5ml,5ml
OFLODIS,,OFLODIS 200mg Comp.Pell.Séc. Bt 10,200mg
OFLODIS,,OFLODIS 200mg Comp.Pell.Séc. Bt 20,200mg
OFLOJECT,,OFLOJECT 200mg/40ml Sol. Inj. P. Perf. Bt 10 Poches multicouches/ 40ml,200mg
OFLOJECT,,OFLOJECT 200mg/40ml Sol.Inj. Bt 1Fl/40ml,200mg
OFLOMED,,OFLOMED 1.5mg/0.5ml Gttes.Auri. Bt 20 Recip. Unidose/0.5ml,5mg
OFLOXACINE,,OFLOXACINE WINTHROP 200mg Comp.Pell. Bt 10,200mg
OFLOXINE,,OFLOXINE 200 200mg/40ml Sol. Inj. P. Perf. Bt 6Fl/40ml,200mg
OGYL,,OGYL 750mUI/125mg Comp.Pell. Bt 20,125mg
OLANZA,,OLANZA 10 10mg Comp.Pell.Séc. Bt 30,10mg
OLANZA,,OLANZA 10 10mg Comp.Pell.Séc. Bt 90,10mg
OLANZA,,OLANZA 5 5mg Comp.Pell.Séc. Bt 30,5mg
OLANZA,,OLANZA 5 5mg Comp.Pell.Séc. Bt 90,5mg
OLANZA,,OLANZA 5mg Comp.Pell.Séc. Bt 30,5mg
OLANZIA,,OLANZIA ORO 10mg Comp.Orodisp.Séc. Bt 30,10mg
OLANZIA,,OLANZIA ORO 20mg Comp.Orodisp. Bt 30,20mg
OLICLINOMEL,0.41+0.81+0.81,OLICLINOMEL N4-550 E Emul.Inj.Bt 4 poches/ 2 L (0.41+0.81+0.81),N/A
OLICLINOMEL,0.4L+0.8L+0.8L,OLICLINOMEL N7-1000 E Emul. Inj.Bt 4 poches/ 2 L (0.4L+0.8L+0.8L),N/A
OLIMEL,0.4L+0.8L+0.8L,OLIMEL N7E Emuls. Inj. Bt 4 Poches tricompartimentales de 2L (0.4L+0.8L+0.8L),N/A
OLMECARD,,OLMECARD 10mg Comp.Pell. Bt 30,10mg
OLMECARD,,OLMECARD 20mg Comp.Pell. Bt 30,20mg
OLMECARD,,OLMECARD 40mg Comp.Pell. Bt 30,40mg
OLMECARD,,OLMECARD PLUS 20mg/12.5mg Comp.Pell. Bt 30,20mg
OLMECARD,,OLMECARD PLUS 20mg/25mg Comp.Pell. Bt 30,20mg
OLMECARD,,OLMECARD PLUS 40mg/12.5mg Comp.Pell. Bt 30,40mg
OLMECARD,,OLMECARD PLUS 40mg/25mg Comp.Pell. Bt 30,40mg
OLMETEC,,OLMETEC 10mg Comp.Pell. Bt 30,10mg
OLMETEC,,OLMETEC 20mg Comp Pell. Bt 30,20mg
OLMETEC,,OLMETEC 40mg Comp.Pell. Bt 30,40mg
OMEPRAZOLE,,OMEPRAZOLE WINTHROP 20mg Gel. Fl 14,20mg
OMEPRAZOLE,,OMEPRAZOLE WINTHROP 20mg Gel. Fl 28,20mg
OMEZOL,,OMEZOL 10mg Gél. Bt 14,10mg
OMEZOL,,OMEZOL 10mg Gél. Bt 7,10mg
OMEZOL,,OMEZOL 20mg Gél. Bt 14,20mg
OMEZOL,,OMEZOL 20mg Gél. Bt 28,20mg
OMEZOL,,OMEZOL 20mg Gél. Bt 7,20mg
OMNIC,,OMNIC OCAS 0.4mg Comp. à Libération Prolongée Bt 30,4mg
OMNIPAQUE,,OMNIPAQUE 300mg I/ml Sol.Inj. Fl 100ml,300mg
OMNIPAQUE,,OMNIPAQUE 350mg I/ml Sol.Inj. Bt 10Fl/100ml,350mg
OMNIPAQUE,,OMNIPAQUE 350mg/ml Sol.Inj. Fl 50ml,350mg
ONBREZ,,ONBREZ BREEZHALER 150µg Gél. Bt 30 caps + Inhalateur,150µg
ONCEAIR,,ONCEAIR 10mg Comp.Pell. Bt 28,10mg
ONCEAIR,,ONCEAIR 4mg Glés.P.Sol.Buv. Bt 28 Sachets,4mg
ONCEAIR,,ONCEAIR 5mg Comp. à Croquer Bt 28,5mg
ONDANSETRON,,ONDANSETRON MEDIS 8mg Comp.Pell. Bt 10,8mg
ONDANSETRON,,ONDANSETRON MEDIS 8mg/4ml Sol.Inj. Bt 5/4ml,8mg
ONDANSETRON,,ONDANSETRON SAIPH 8mg/4ml Sol.Inj. Bt 5/4ml,8mg
ONDOFREN,,ONDOFREN 8 8mg/4ml Sol.Inj. Bt 50/4ml,8mg
ONGLYZA,,ONGLYZA 5mg Comp.Pell. Fl 30,5mg
ONYCAL,,ONYCAL 1% Crème Derm. Tb 15gr,15g
ONYCAL,,ONYCAL 1% Spray Sol. Fl 15ml,15ml
ONYCAL,,ONYCAL 250mg Comp.Séc. Bt 14,250mg
ONYCAL,,ONYCAL 250mg Comp.Séc. Bt 28,250mg
OPATANOL,,OPATANOL 1mg/ml Collyre Fl/5ml,1mg
OPRAALOX,,OPRAALOX 10mg Gél. Fl 14,10mg
OPRAZOLE,,OPRAZOLE 10mg Comp.Pell. Bt 14,10mg
OPRAZOLE,,OPRAZOLE 20mg Comp.Pell. Bt 14,20mg
OPRAZOLE,,OPRAZOLE 20mg Comp.Pell. Bt 28,20mg
OPRAZOLE,,OPRAZOLE 20mg Comp.Pell. Bt 7,20mg
OPTIFUCIN,,OPTIFUCIN 1% Gel Ophtal. Tb 5gr,5g
OPTODROP-CO,,OPTODROP-CO Collyre Bt 1Fl /5ml,5ml
ORACEFAL,,ORACEFAL 125mg/5ml Pdre. Susp. Or. Fl 60ml,125mg
ORACEFAL,,ORACEFAL 250mg/5ml Pdre. Susp. Or. Fl 60ml,250mg
ORACEFAL,,ORACEFAL 500mg Gél. Bt 12,500mg
ORACEFAL,,ORACEFAL 500mg/5ml Pdre. Susp. Or. Fl 60ml,500mg
ORACILLINE,,ORACILLINE 1MUI Comp.Séc. Bt 12,N/A
ORAMINE,,ORAMINE 10mg Comp. Bt 20,10mg
ORAMINE,,ORAMINE 10mg Comp. Bt 300,10mg
ORAMINE,,ORAMINE 1mg/ml Sirop Fl 60ml,1mg
ORAP,,ORAP 4mg Comp. Bt 30,4mg
ORECYCLINE,,ORECYCLINE 1% Pde.Opht. Tb 5gr,5g
ORECYCLINE,,ORECYCLINE 3% Pde.Derm. Tb 15gr,15g
ORELOX,,ORELOX 100mg Comp.Pell. Bt 10,100mg
ORELOX,,ORELOX 100mg Comp.Pell. Bt 20,100mg
ORELOX,,ORELOX Enf. et Nour. 40mg/5ml Glés.P.Susp.Buv. Fl 100ml,40mg
ORELOX,,ORELOX Enf. et Nour. 40mg/5ml Glés.P.Susp.Buv. Fl 50ml,40mg
OREX,,OREX SPRAY 20mg/10ml Collutoire Fl 30ml,20mg
ORFADIN,F,ORFADIN 10mg Gél. Bt 60 (F) (NTBC),10mg
ORFADIN,F,ORFADIN 10mg Gél. Fl 60 (F),10mg
ORFADIN,F,ORFADIN 20mg Gél. Fl 60 (F),20mg
ORFADIN,F,ORFADIN 4mg Susp.Buv. Bt 1Fl/ 90ml (F),4mg
ORFADIN,F,ORFADIN 5mg Gél. Bt 60 (F) (NTBC),5mg
ORILYSE,,ORILYSE 0.5% Gttes.Auri. Fl 10ml,10ml
OROKEN,,OROKEN 200mg Comp.Pell. Bt 14,200mg
OROKEN,,OROKEN 200mg Comp.Pell. Bt 8,200mg
OROKEN,,OROKEN Enf. 100mg/5ml Pdre.Susp.Or. Fl 40ml,100mg
OROKEN,,OROKEN Nourr. 40mg/5ml Pdre.Susp.Or. Fl 40ml,40mg
OROMONE,,OROMONE 1mg Comp.Pell. Bt 28,1mg
OROMONE,,OROMONE 2mg Comp.Pell. Bt 28,2mg
OROPERIDYS,,OROPERIDYS 10mg Comp.Orodipers. Bt 15,10mg
OROPERIDYS,,OROPERIDYS 10mg Comp.Orodipers. Bt 21,10mg
OROZA,,OROZA 10 10mg Comp.Orodisp. Bt 30,10mg
OROZA,,OROZA 10 10mg Comp.Orodisp. Bt 90,10mg
OROZA,,OROZA 20 20mg Comp.Orodisp. Bt 10,20mg
OROZA,,OROZA 5 5mg Comp.Orodisp. Bt 30,5mg
OROZA,,OROZA 5 5mg Comp.Orodisp. Bt 90,5mg
ORTOTON,,ORTOTON 750mg Comp.Pell. Bt 20,750mg
ORTOTON,,ORTOTON 750mg Comp.Pell. Bt 50,750mg
OSCILLOCOCCINUM,,OSCILLOCOCCINUM 200 Globules Bt 30Doses/1gr,200 G
OSCILLOCOCCINUM,,OSCILLOCOCCINUM 200 Globules Bt 6Doses/1gr,200 G
OSMOLAX,,OSMOLAX 10gr Pdre.P.Sol.Or. Bt 20 Sachet,10g
OSMOLAX,,OSMOLAX PEDIATRIQUE 4gr Pdre.P.Sol.Or. Bt 20 Sach.,4g
OSMOMED,,OSMOMED 5% Sol.Inj.P.Perf. Poche multicouche /500ml,500ml
OSPEN,,OSPEN  400mU Pdre.Susp.Or. Fl 60ml,60ml
OSPEN,,OSPEN 1 MUI Comp.Pell. Bt 12,N/A
OSPEN,,OSPEN 400mU Pdre.Susp.Or. Fl 60ml,60ml
OSTENEL,,OSTENEL 35mg Comp.Pell. Bt 12,35mg
OSTENEL,,OSTENEL 35mg Comp.Pell. Bt 24,35mg
OSTENEL,,OSTENEL 35mg Comp.Pell. Bt 4,35mg
OTIPAX,,OTIPAX Gttes Auric. Fl 15ml,15ml
OTOFA,,OTOFA Gttes.Auric. Fl 10ml,10ml
OVITRELLE,F,OVITRELLE 250µg/0.5ml Sol.Inj. Bt 1Ser./0.5ml (F),250µg
OXACIL,,OXACIL IM IV 1gr Pdre.P.Prép.Inj. Bt 1+S/5ml,1g
OXACIL,,OXACIL IM IV 1gr Pdre.P.Prép.Inj. Bt 25 Fl SS,1g
OXAGRAM,,OXAGRAM 500mg Gél. Bt 24,500mg
OXAGRAM,,OXAGRAM 500mg Gél. Bt 400,500mg
OXALIPLATIN,100mg,OXALIPLATIN AQVIDA 5mg/ml (100mg) Sol.Inj.P.Perf. Bt 1Fl/20ml,5mg
OXALIPLATIN,50mg,OXALIPLATIN AQVIDA 5mg/ml (50mg) Sol.Inj.P.Perf. Bt 1Fl/10ml,5mg
OXALIPLATINE,100mg,OXALIPLATINE KABI 5mg/ml (100mg) Sol.Inj.P.Perf. Bt 1Fl/20ml,5mg
OXALIPLATINE,50mg,OXALIPLATINE KABI 5mg/ml (50mg) Sol.Inj.P.Perf. Bt 1Fl/10ml,5mg
OXAPEN,,OXAPEN 500mg Gél. Bt 12,500mg
OXAPEN,,OXAPEN 500mg Gél. Bt 120,500mg
OXAPEN,,OXAPEN 500mg Gél. Bt 24,500mg
OXIMAL,,OXIMAL 15mg Comp.Séc. Fl 14,15mg
