EPC_Class_ID,EPC_Class_Name,Drug_Name,RxCUI,Drug_Type
N0000185375,Non-Standardized Plant Allergenic Extract,rhubarb preparation,91266,IN
N0000185375,Non-Standardized Plant Allergenic Extract,orange pekoe tea allergenic extract,966696,IN
N0000185375,Non-Standardized Plant Allergenic Extract,cotton fiber allergenic extract,966925,IN
N0000185375,Non-Standardized Plant Allergenic Extract,Pyrethrum cinerariifolium allergenic extract,967970,IN
N0000185375,Non-Standardized Plant Allergenic Extract,green olive allergenic extract,971379,IN
N0000185375,Non-Standardized Plant Allergenic Extract,red currant allergenic extract,972480,IN
N0000185375,Non-Standardized Plant Allergenic Extract,eggplant allergenic extract,972601,IN
N0000185375,Non-Standardized Plant Allergenic Extract,fig allergenic extract,973880,IN
N0000185375,Non-Standardized Plant Allergenic Extract,dill allergenic extract,975763,IN
N0000185376,Non-Standardized Plant Fiber Allergenic Extract,sisal fiber allergenic extract,851882,IN
N0000185376,Non-Standardized Plant Fiber Allergenic Extract,kapok tree fiber allergenic extract,852315,IN
N0000185376,Non-Standardized Plant Fiber Allergenic Extract,jute fiber allergenic extract,852412,IN
N0000185376,Non-Standardized Plant Fiber Allergenic Extract,cotton fiber allergenic extract,966925,IN
N0000185500,Guanylate Cyclase-C Agonist,linaclotide,1307404,IN
N0000185500,Guanylate Cyclase-C Agonist,plecanatide,1873752,IN
N0000185502,Pyrimidine Synthesis Inhibitor,teriflunomide,1310520,IN
N0000185508,Standardized Chemical Allergen,thimerosal,10472,IN
N0000185508,Standardized Chemical Allergen,thiram,10517,IN
N0000185508,Standardized Chemical Allergen,bronopol,1114345,IN
N0000185508,Standardized Chemical Allergen,"2,2'-dithiobisbenzothiazole",1306112,IN
N0000185508,Standardized Chemical Allergen,N-cyclohexyl-2-benzothiazosulfenamide,1306886,IN
N0000185508,Standardized Chemical Allergen,butylparaben,1306937,IN
N0000185508,Standardized Chemical Allergen,methyldibromo glutaronitrile,1307044,IN
N0000185508,Standardized Chemical Allergen,cobalt,1310300,IN
N0000185508,Standardized Chemical Allergen,diazolidinylurea,1310602,IN
N0000185508,Standardized Chemical Allergen,gold,1311190,IN
N0000185508,Standardized Chemical Allergen,amyl cinnamal,1311606,IN
N0000185508,Standardized Chemical Allergen,nickel,1311629,IN
N0000185508,Standardized Chemical Allergen,Evernia prunastri extract,1352501,IN
N0000185508,Standardized Chemical Allergen,2-mercaptobenzothiazole,1358845,IN
N0000185508,Standardized Chemical Allergen,4-phenylenediamine,1362740,IN
N0000185508,Standardized Chemical Allergen,cinnamyl alcohol,1362889,IN
N0000185508,Standardized Chemical Allergen,ethyl-p-hydroxybenzoate,1362892,IN
N0000185508,Standardized Chemical Allergen,hydroxycitronellal,1362893,IN
N0000185508,Standardized Chemical Allergen,rosin,1362931,IN
N0000185508,Standardized Chemical Allergen,isoeugenol,1363706,IN
N0000185508,Standardized Chemical Allergen,"N,N'-diphenyl-4-phenylenediamine",1363709,IN
N0000185508,Standardized Chemical Allergen,N-isopropyl-N-phenyl-4-phenylenediamine,1363710,IN
N0000185508,Standardized Chemical Allergen,N-oxydiethylene-2-benzothiazole sulfenamide,1363711,IN
N0000185508,Standardized Chemical Allergen,tetramethylthiuram monosulfide,1363713,IN
N0000185508,Standardized Chemical Allergen,5-chloro-2-methyl-4-isothiazolin-3-one,1367119,IN
N0000185508,Standardized Chemical Allergen,"2,2-bis(4-glycidyloxyphenyl)propane",1368138,IN
N0000185508,Standardized Chemical Allergen,cinnamic aldehyde,1368153,IN
N0000185508,Standardized Chemical Allergen,diphenylguanidine,1368170,IN
N0000185508,Standardized Chemical Allergen,disperse blue 106,1368171,IN
N0000185508,Standardized Chemical Allergen,geraniol,1368875,IN
N0000185508,Standardized Chemical Allergen,imidurea,1368885,IN
N0000185508,Standardized Chemical Allergen,benzocaine,1399,IN
N0000185508,Standardized Chemical Allergen,lanolin alcohols,1426478,IN
N0000185508,Standardized Chemical Allergen,dipentamethylenethiuram disulfide,1426773,IN
N0000185508,Standardized Chemical Allergen,zinc dibutyldithiocarbamate,1426942,PIN
N0000185508,Standardized Chemical Allergen,"N-cyclohexyl-N'-phenyl-1,4-phenylenediamine",1427136,IN
N0000185508,Standardized Chemical Allergen,p-tert-butylphenol-formaldehyde resin (low molecular weight),1427189,IN
N0000185508,Standardized Chemical Allergen,"ditiocarb, zinc salt",1427192,PIN
N0000185508,Standardized Chemical Allergen,benzylparaben,19075,IN
N0000185508,Standardized Chemical Allergen,chlorquinaldol,2407,IN
N0000185508,Standardized Chemical Allergen,chromium,2496,IN
N0000185508,Standardized Chemical Allergen,quaternium-15,283678,IN
N0000185508,Standardized Chemical Allergen,methylparaben,29903,IN
N0000185508,Standardized Chemical Allergen,parthenolide,32941,IN
N0000185508,Standardized Chemical Allergen,Peruvian balsam,33219,IN
N0000185508,Standardized Chemical Allergen,dibucaine,3339,IN
N0000185508,Standardized Chemical Allergen,propylparaben,34706,IN
N0000185508,Standardized Chemical Allergen,tixocortol pivalate,38336,PIN
N0000185508,Standardized Chemical Allergen,ethylenediamine,4158,IN
N0000185508,Standardized Chemical Allergen,eugenol,4186,IN
N0000185508,Standardized Chemical Allergen,formaldehyde,4530,IN
N0000185508,Standardized Chemical Allergen,clioquinol,5942,IN
N0000186105,alpha-1 Adrenergic Agonist,phenylephrine,8163,IN
N0000186106,Noncompetitive AMPA Glutamate Receptor Antagonist,perampanel,1356552,IN
N0000186775,Diarylquinoline Antimycobacterial,bedaquiline,1364504,IN
N0000186779,Microsomal Triglyceride Transfer Protein Inhibitor,lomitapide,1364479,IN
N0000187051,Cystine Depleting Agent,cysteamine,3022,IN
N0000187053,Radioactive alpha-Particle Emitting Therapeutic Agent,radium Ra-223 cation,1745075,PIN
N0000187055,RANK Ligand Inhibitor,denosumab,993449,IN
N0000187059,Sodium-Glucose Cotransporter 2 Inhibitor,dapagliflozin,1488564,IN
N0000187059,Sodium-Glucose Cotransporter 2 Inhibitor,empagliflozin,1545653,IN
N0000187059,Sodium-Glucose Cotransporter 2 Inhibitor,canagliflozin anhydrous,1546031,PIN
N0000187059,Sodium-Glucose Cotransporter 2 Inhibitor,bexagliflozin,2627044,IN
N0000187059,Sodium-Glucose Cotransporter 2 Inhibitor,sotagliflozin,2638675,IN
N0000189939,Established Pharmacologic Classes,alcaftadine,1000082,IN
N0000189939,Established Pharmacologic Classes,ulipristal,1005921,IN
N0000189939,Established Pharmacologic Classes,Apiospora montagnei allergenic extract,1006258,IN
N0000189939,Established Pharmacologic Classes,Aspergillus repens allergenic extract,1006310,IN
N0000189939,Established Pharmacologic Classes,Indian wormwood sage pollen extract,1006495,IN
N0000189939,Established Pharmacologic Classes,tall oat grass pollen extract,1006506,IN
N0000189939,Established Pharmacologic Classes,barley malt allergenic extract,1006510,IN
N0000189939,Established Pharmacologic Classes,streptomycin,10109,IN
N0000189939,Established Pharmacologic Classes,chocolate allergenic extract,1010915,IN
N0000189939,Established Pharmacologic Classes,leek allergenic extract,1010932,IN
N0000189939,Established Pharmacologic Classes,oregano allergenic extract,1010965,IN
N0000189939,Established Pharmacologic Classes,poppy seed allergenic extract,1011017,IN
N0000189939,Established Pharmacologic Classes,okra allergenic extract,1011021,IN
N0000189939,Established Pharmacologic Classes,parsnip allergenic extract,1011027,IN
N0000189939,Established Pharmacologic Classes,horseradish allergenic extract,1011043,IN
N0000189939,Established Pharmacologic Classes,chickpea allergenic extract,1011049,IN
N0000189939,Established Pharmacologic Classes,lime allergenic extract,1011060,IN
N0000189939,Established Pharmacologic Classes,streptozocin,10114,IN
N0000189939,Established Pharmacologic Classes,mango allergenic extract,1011404,IN
N0000189939,Established Pharmacologic Classes,tangerine allergenic extract,1011412,IN
N0000189939,Established Pharmacologic Classes,watercress allergenic extract,1011418,IN
N0000189939,Established Pharmacologic Classes,papaya allergenic extract,1011426,IN
N0000189939,Established Pharmacologic Classes,sage leaf allergenic extract,1011627,IN
N0000189939,Established Pharmacologic Classes,pegloticase,1011650,IN
N0000189939,Established Pharmacologic Classes,veal allergenic extract,1012026,IN
N0000189939,Established Pharmacologic Classes,sour cherry allergenic extract,1012134,IN
N0000189939,Established Pharmacologic Classes,fingolimod,1012892,IN
N0000189939,Established Pharmacologic Classes,scrub pine pollen extract,1013913,IN
N0000189939,Established Pharmacologic Classes,water oak pollen extract,1013944,IN
N0000189939,Established Pharmacologic Classes,cedar elm pollen extract,1014191,IN
N0000189939,Established Pharmacologic Classes,Italian rye grass pollen extract,1014340,IN
N0000189939,Established Pharmacologic Classes,longleaf pine pollen extract,1014360,IN
N0000189939,Established Pharmacologic Classes,Bermuda grass smut allergenic extract,1014385,IN
N0000189939,Established Pharmacologic Classes,Humicola grisea allergenic extract,1014391,IN
N0000189939,Established Pharmacologic Classes,Microsporum audouinii allergenic extract,1014395,IN
N0000189939,Established Pharmacologic Classes,microsporum canis allergenic extract,1014399,IN
N0000189939,Established Pharmacologic Classes,yellow sweet clover pollen extract,1014447,IN
N0000189939,Established Pharmacologic Classes,jack pine pollen extract,1014690,IN
N0000189939,Established Pharmacologic Classes,redwood pollen extract,1014707,IN
N0000189939,Established Pharmacologic Classes,California black oak pollen extract,1014721,IN
N0000189939,Established Pharmacologic Classes,Canadian bluegrass pollen extract,1014731,IN
N0000189939,Established Pharmacologic Classes,white sweet clover pollen extract,1014735,IN
N0000189939,Established Pharmacologic Classes,bitter dock pollen extract,1014739,IN
N0000189939,Established Pharmacologic Classes,white (mexican) dock pollen extract,1014743,IN
N0000189939,Established Pharmacologic Classes,western black willow pollen extract,1014755,IN
N0000189939,Established Pharmacologic Classes,balsam poplar pollen extract,1014762,IN
N0000189939,Established Pharmacologic Classes,Jerusalem oak pollen extract,1014766,IN
N0000189939,Established Pharmacologic Classes,cultivated rye grass pollen extract,1014774,IN
N0000189939,Established Pharmacologic Classes,succinylcholine,10154,IN
N0000189939,Established Pharmacologic Classes,sucralfate,10156,IN
N0000189939,Established Pharmacologic Classes,sulbactam,10167,IN
N0000189939,Established Pharmacologic Classes,sulfacetamide,10169,IN
N0000189939,Established Pharmacologic Classes,sulfadiazine,10171,IN
N0000189939,Established Pharmacologic Classes,sulfamethoxazole,10180,IN
N0000189939,Established Pharmacologic Classes,sulfisoxazole,10207,IN
N0000189939,Established Pharmacologic Classes,sulindac,10237,IN
N0000189939,Established Pharmacologic Classes,levomefolic acid,1025342,PIN
N0000189939,Established Pharmacologic Classes,tamoxifen,10324,IN
N0000189939,Established Pharmacologic Classes,sodium pertechnetate Tc 99m,10349,PIN
N0000189939,Established Pharmacologic Classes,temazepam,10355,IN
N0000189939,Established Pharmacologic Classes,testosterone,10379,IN
N0000189939,Established Pharmacologic Classes,tetrabenazine,10390,IN
N0000189939,Established Pharmacologic Classes,tetracaine,10391,IN
N0000189939,Established Pharmacologic Classes,tetracycline,10395,IN
N0000189939,Established Pharmacologic Classes,ceftaroline,1040005,IN
N0000189939,Established Pharmacologic Classes,lurasidone,1040028,IN
N0000189939,Established Pharmacologic Classes,dronabinol,10402,IN
N0000189939,Established Pharmacologic Classes,apomorphine,1043,IN
N0000189939,Established Pharmacologic Classes,tesamorelin,1044584,IN
N0000189939,Established Pharmacologic Classes,thiabendazole,10450,IN
N0000189939,Established Pharmacologic Classes,eribulin,1045453,IN
N0000189939,Established Pharmacologic Classes,thimerosal,10472,IN
N0000189939,Established Pharmacologic Classes,thiotepa,10473,IN
