EPC_Class_ID,EPC_Class_Name,Drug_Name,RxCUI,Drug_Type
N0000190996,Protease-activated Receptor-1 Antagonist,vorapaxar,1537034,IN
N0000191000,Orexin Receptor Antagonist,suvorexant,1547099,IN
N0000191000,Orexin Receptor Antagonist,lemborexant,2272403,IN
N0000191000,Orexin Receptor Antagonist,daridorexant,2591497,IN
N0000191001,Cytochrome P450 3A Inhibitor,cobicistat,1306284,IN
N0000191001,Cytochrome P450 3A Inhibitor,ritonavir,85762,IN
N0000191006,Interleukin-6 Antagonist,siltuximab,1535218,IN
N0000191009,Vascular Endothelial Growth Factor Receptor 2 Antagonist,ramucirumab,1535922,IN
N0000191256,Hepatitis C Virus NS5A Inhibitor,ledipasvir,1591922,IN
N0000191256,Hepatitis C Virus NS5A Inhibitor,elbasvir,1734628,IN
N0000191256,Hepatitis C Virus NS5A Inhibitor,velpatasvir,1799206,IN
N0000191256,Hepatitis C Virus NS5A Inhibitor,pibrentasvir,1940636,IN
N0000191260,Programmed Death Receptor-1 Blocking Antibody,pembrolizumab,1547545,IN
N0000191260,Programmed Death Receptor-1 Blocking Antibody,nivolumab,1597876,IN
N0000191260,Programmed Death Receptor-1 Blocking Antibody,atezolizumab,1792776,IN
N0000191260,Programmed Death Receptor-1 Blocking Antibody,dostarlimab,2539967,IN
N0000191260,Programmed Death Receptor-1 Blocking Antibody,retifanlimab,2632981,IN
N0000191260,Programmed Death Receptor-1 Blocking Antibody,toripalimab,2669406,IN
N0000191260,Programmed Death Receptor-1 Blocking Antibody,tislelizumab,2677426,IN
N0000191261,Lipid Emulsion,olive oil,1309250,IN
N0000191261,Lipid Emulsion,soybean oil,9949,IN
N0000191263,Progesterone Agonist/Antagonist,ulipristal,1005921,IN
N0000191279,Oxaborole Antifungal,tavaborole,1543173,IN
N0000191281,Lipoglycopeptide Antibacterial,dalbavancin,1539239,IN
N0000191281,Lipoglycopeptide Antibacterial,oritavancin,1547611,IN
N0000191281,Lipoglycopeptide Antibacterial,telavancin,473837,IN
N0000191420,Pyridone,pirfenidone,1592254,IN
N0000191421,Bispecific CD19-directed CD3-directed T Cell Engager,blinatumomab,1597258,IN
N0000191493,Hepatitis C Virus Nucleotide Analog NS5B Polymerase Inhibitor,sofosbuvir,1484911,IN
N0000191495,Interleukin-17A Antagonist,secukinumab,1599788,IN
N0000191495,Interleukin-17A Antagonist,ixekizumab,1745099,IN
N0000191500,Glycolipid Disialoganglioside-directed Antibody,dinutuximab,1606274,IN
N0000191500,Glycolipid Disialoganglioside-directed Antibody,naxitamab,2474039,IN
N0000191544,Hyperpolarization-activated Cyclic Nucleotide-gated Channel Blocker,ivabradine,1649480,IN
N0000191548,Cytolytic Agent,deoxycholic acid,3194,PIN
N0000191623,Poly(ADP-Ribose) Polymerase Inhibitor,olaparib,1597582,IN
N0000191623,Poly(ADP-Ribose) Polymerase Inhibitor,rucaparib,1862579,IN
N0000191623,Poly(ADP-Ribose) Polymerase Inhibitor,niraparib,1918231,IN
N0000191623,Poly(ADP-Ribose) Polymerase Inhibitor,talazoparib,2099704,IN
N0000191625,Interferon beta,peginterferon beta-1a,1546168,IN
N0000191625,Interferon beta,interferon beta-1b,72257,IN
N0000191625,Interferon beta,interferon beta-1a,75917,IN
N0000191626,Antisense Oligonucleotide,mipomersen,1367839,IN
N0000191626,Antisense Oligonucleotide,eteplirsen,1810569,IN
N0000191626,Antisense Oligonucleotide,nusinersen,1863556,IN
N0000191626,Antisense Oligonucleotide,patisiran,2053490,IN
N0000191626,Antisense Oligonucleotide,inotersen,2099289,IN
N0000191626,Antisense Oligonucleotide,givosiran,2265712,IN
N0000191626,Antisense Oligonucleotide,golodirsen,2267207,IN
N0000191626,Antisense Oligonucleotide,casimersen,2480096,IN
N0000191626,Antisense Oligonucleotide,vutrisiran,2604578,IN
N0000191626,Antisense Oligonucleotide,tofersen,2634995,IN
N0000191626,Antisense Oligonucleotide,eplontersen,2671939,IN
N0000191626,Antisense Oligonucleotide,olezarsen,2701418,IN
N0000191626,Antisense Oligonucleotide,plozasiran,2727175,IN
N0000191627,Apolipoprotein B-100 Synthesis Inhibitor,mipomersen,1367839,IN
N0000191728,Neprilysin Inhibitor,sacubitrilat,1860608,IN
N0000191731,PCSK9 Inhibitor,alirocumab,1659152,IN
N0000191731,PCSK9 Inhibitor,evolocumab,1665684,IN
N0000191809,Pyrimidine Analog,uridine,11017,IN
N0000191865,Tissue-nonspecific Alkaline Phosphatase,asfotase alfa,1720259,IN
N0000191867,mu-Opioid Receptor Agonist,eluxadoline,1653781,IN
N0000191870,Thymidine Phosphorylase Inhibitor,tipiracil,1670304,IN
N0000191872,Interleukin-5 Antagonist,mepolizumab,1720597,IN
N0000191872,Interleukin-5 Antagonist,reslizumab,1746889,IN
N0000191873,Humanized Monoclonal Antibody Fragment,idarucizumab,1716191,IN
N0000192336,CD38-directed Cytolytic Antibody,daratumumab,1721947,IN
N0000192336,CD38-directed Cytolytic Antibody,isatuximab,2282018,IN
N0000192338,SLAMF7-directed Immunostimulatory Antibody,elotuzumab,1726104,IN
N0000192339,Prostacyclin Receptor Agonist,selexipag,1729002,IN
N0000192342,Hydrolytic Lysosomal Cholesteryl Ester-specific Enzyme,sebelipase alfa,1726975,IN
N0000192343,Hydrolytic Lysosomal Triacylglycerol-specific Enzyme,sebelipase alfa,1726975,IN
N0000192515,BCL-2 Inhibitor,venetoclax,1747556,IN
N0000192516,Oxidation-Reduction Agent,methylene blue cation,1546414,PIN
N0000192562,Vasoconstrictor,angiotensin II,1999003,IN
N0000192562,Vasoconstrictor,oxymetazoline,7812,IN
N0000192563,Norepinephrine Releasing Agent,ephedrine,3966,IN
N0000192701,Lymphocyte Function-Associated Antigen-1 Antagonist,lifitegrast,1801820,IN
N0000192703,Anthrax Protective Antigen-directed Antibody,raxibacumab,1366567,IN
N0000192703,Anthrax Protective Antigen-directed Antibody,obiltoxaximab,1746906,IN
N0000192750,Plasma Kallikrein Inhibitor,lanadelumab,2055641,IN
N0000192750,Plasma Kallikrein Inhibitor,berotralstat,2467540,IN
N0000192750,Plasma Kallikrein Inhibitor,sebetralstat,2717944,IN
N0000192750,Plasma Kallikrein Inhibitor,ecallantide,658708,IN
N0000192795,Potassium Channel Blocker,amifampridine,2106338,IN
N0000192795,Potassium Channel Blocker,dalfampridine,897018,IN
N0000192797,Interleukin-12 Antagonist,ustekinumab-aekn,2705377,PIN
N0000192797,Interleukin-12 Antagonist,ustekinumab-srlf,2717063,PIN
N0000192797,Interleukin-12 Antagonist,ustekinumab,847083,IN
N0000192799,Interleukin-23 Antagonist,guselkumab,1928588,IN
N0000192799,Interleukin-23 Antagonist,tildrakizumab,2053436,IN
N0000192799,Interleukin-23 Antagonist,risankizumab,2166040,IN
N0000192799,Interleukin-23 Antagonist,mirikizumab,2668384,IN
N0000192799,Interleukin-23 Antagonist,ustekinumab-aekn,2705377,PIN
N0000192799,Interleukin-23 Antagonist,ustekinumab-srlf,2717063,PIN
N0000192799,Interleukin-23 Antagonist,ustekinumab,847083,IN
N0000192800,Vitamin B6 Analog,pyridoxine,684879,IN
N0000192801,Decorporation Agent,prussian blue insoluble,24902,IN
N0000193181,Vasopressin V2 Receptor Antagonist,tolvaptan,358257,IN
N0000193220,Aromatic Amino Acid,levodopa,6375,IN
N0000193222,Survival Motor Neuron-2-directed RNA Interaction,nusinersen,1863556,IN
N0000193222,Survival Motor Neuron-2-directed RNA Interaction,risdiplam,2390935,IN
N0000193223,Fluoroquinolone Antibacterial,moxifloxacin,139462,IN
N0000193223,Fluoroquinolone Antibacterial,delafloxacin,1927663,IN
N0000193223,Fluoroquinolone Antibacterial,ciprofloxacin,2551,IN
N0000193223,Fluoroquinolone Antibacterial,levofloxacin,82122,IN
N0000193276,Interleukin-17 Receptor A Antagonist,brodalumab,1872251,IN
N0000193303,Tryptophan Hydroxylase Inhibitor,telotristat,1872382,IN
N0000193338,Programmed Death Ligand-1 Blocker,avelumab,1875534,IN
N0000193338,Programmed Death Ligand-1 Blocker,durvalumab,1919503,IN
N0000193338,Programmed Death Ligand-1 Blocker,cosibelimab,2717511,IN
N0000193342,Interleukin-4 Receptor alpha Antagonist,dupilumab,1876376,IN
N0000193414,Hydrolytic Lysosomal N-terminal Tripeptidyl Peptidase,cerliponase alfa,1922436,PIN
N0000193453,Parathyroid Hormone-Related Peptide Analog,abaloparatide,1921069,IN
N0000193543,Vascular Endothelial Growth Factor Inhibitor,aflibercept,1232150,IN
N0000193543,Vascular Endothelial Growth Factor Inhibitor,bevacizumab,253337,IN
N0000193543,Vascular Endothelial Growth Factor Inhibitor,bevacizumab-maly,2599041,PIN
N0000193543,Vascular Endothelial Growth Factor Inhibitor,bevacizumab-tnjn,2700660,PIN
N0000193543,Vascular Endothelial Growth Factor Inhibitor,aflibercept-mrbb,2706479,PIN
N0000193543,Vascular Endothelial Growth Factor Inhibitor,ranibizumab,595060,IN
N0000193546,CD19-directed Chimeric Antigen Receptor,tisagenlecleucel,1986438,IN
N0000193546,CD19-directed Chimeric Antigen Receptor,axicabtagene ciloleucel,1987398,IN
N0000193549,Genetically-modified Autologous T Cells,tisagenlecleucel,1986438,IN
N0000193549,Genetically-modified Autologous T Cells,axicabtagene ciloleucel,1987398,IN
N0000193615,Isocitrate Dehydrogenase 2 Inhibitor,enasidenib,1940332,IN
N0000193615,Isocitrate Dehydrogenase 2 Inhibitor,vorasidenib,2690647,IN
N0000193617,CD22-directed Immunoconjugate,inotuzumab ozogamicin,1942950,IN
N0000193618,Vitamin C,ascorbic acid,1151,IN
N0000193785,Growth Hormone Secretagogue Receptor Agonist,macimorelin,1999420,IN
N0000193788,Rho Kinase Inhibitor,netarsudil,1992864,IN
N0000193790,Adeno-associated Virus Vector,voretigene neparvovec,1995537,IN
N0000193800,Cytomegalovirus DNA Terminase Complex Inhibitor,letermovir,1988648,IN
N0000193803,Interleukin-5 Receptor alpha-directed Cytolytic Antibody,benralizumab,1989100,IN
N0000193804,Lysosomal beta Glucuronidase,vestronidase alfa,1989819,IN
N0000193806,CD4-directed Blocking Antibody,ibalizumab,2043283,IN
N0000193808,Human Immunodeficiency Virus 1 Post-attachment Fusion Inhibitor,ibalizumab,2043283,IN
N0000193848,Small Interfering RNA,patisiran,2053490,IN
N0000193848,Small Interfering RNA,givosiran,2265712,IN
N0000193848,Small Interfering RNA,vutrisiran,2604578,IN
N0000193848,Small Interfering RNA,fitusiran,2709439,IN
N0000193848,Small Interfering RNA,plozasiran,2727175,IN
N0000193849,Transthyretin-directed RNA Interaction,patisiran,2053490,IN
N0000193849,Transthyretin-directed RNA Interaction,inotersen,2099289,IN
N0000193849,Transthyretin-directed RNA Interaction,givosiran,2265712,IN
N0000193849,Transthyretin-directed RNA Interaction,vutrisiran,2604578,IN
N0000193849,Transthyretin-directed RNA Interaction,eplontersen,2671939,IN
N0000193852,Polymerase Acidic Endonuclease Inhibitor,baloxavir,2197842,IN
N0000193854,Recombinant Human Nerve Growth Factor,cenegermin,2104332,IN
N0000193856,Interferon gamma Blocker,emapalumab,2104604,IN
N0000193857,Orthopoxvirus VP37 Envelope Wrapping Protein Inhibitor,tecovirimat,2055104,IN
N0000193858,Phenylalanine Metabolizing Enzyme,pegvaliase,2046360,IN
N0000193862,Cytotoxin,tagraxofusp,2109055,IN
N0000193862,Cytotoxin,denileukin diftitox,214470,IN
N0000193863,Monoclonal Antibody,mogamulizumab,2054068,IN
N0000193863,Monoclonal Antibody,inebilizumab,2373951,IN
N0000193863,Monoclonal Antibody,tezepelumab,2587789,IN
N0000193864,CD123 Interaction,tagraxofusp,2109055,IN
N0000193866,Chemokine Receptor Type 4 Interaction,mogamulizumab,2054068,IN
N0000193866,Chemokine Receptor Type 4 Interaction,mavorixafor,2684021,IN
N0000193871,Serotonin-4 Receptor Agonist,tegaserod,139778,IN
N0000193871,Serotonin-4 Receptor Agonist,prucalopride,2107310,IN
N0000193872,Antibody or Antibody Fragment,rabbit anti-human T-lymphocyte globulin,107044,PIN
N0000193872,Antibody or Antibody Fragment,ipilimumab,1094833,IN
N0000193872,Antibody or Antibody Fragment,Centruroides (scorpion) immune F(ab')2 (equine),1119986,IN
N0000193872,Antibody or Antibody Fragment,brentuximab vedotin,1147320,IN
N0000193872,Antibody or Antibody Fragment,alemtuzumab,117055,IN
N0000193872,Antibody or Antibody Fragment,rituximab,121191,IN
N0000193872,Antibody or Antibody Fragment,gemtuzumab ozogamicin,1294580,IN
N0000193872,Antibody or Antibody Fragment,raxibacumab,1366567,IN
N0000193872,Antibody or Antibody Fragment,"immunoglobulin G, human",1426680,PIN
N0000193872,Antibody or Antibody Fragment,pembrolizumab,1547545,IN
N0000193872,Antibody or Antibody Fragment,nivolumab,1597876,IN
N0000193872,Antibody or Antibody Fragment,dinutuximab,1606274,IN
N0000193872,Antibody or Antibody Fragment,idarucizumab,1716191,IN
N0000193872,Antibody or Antibody Fragment,daratumumab,1721947,IN
N0000193872,Antibody or Antibody Fragment,elotuzumab,1726104,IN
N0000193872,Antibody or Antibody Fragment,ovine digoxin immune fab,1745257,PIN
N0000193872,Antibody or Antibody Fragment,obiltoxaximab,1746906,IN
N0000193872,Antibody or Antibody Fragment,"Rho(D) immune globulin, human",1789837,PIN
N0000193872,Antibody or Antibody Fragment,atezolizumab,1792776,IN
N0000193872,Antibody or Antibody Fragment,ocrelizumab,1876366,IN
N0000193872,Antibody or Antibody Fragment,palivizumab,194279,IN
N0000193872,Antibody or Antibody Fragment,inotuzumab ozogamicin,1942950,IN
N0000193872,Antibody or Antibody Fragment,basiliximab,196102,IN
N0000193872,Antibody or Antibody Fragment,benralizumab,1989100,IN
N0000193872,Antibody or Antibody Fragment,"cytomegalovirus immune globulin, human",1997443,PIN
N0000193872,Antibody or Antibody Fragment,isatuximab,2282018,IN
N0000193872,Antibody or Antibody Fragment,ansuvimab,2472152,IN
N0000193872,Antibody or Antibody Fragment,naxitamab,2474039,IN
N0000193872,Antibody or Antibody Fragment,dostarlimab,2539967,IN
N0000193872,Antibody or Antibody Fragment,tremelimumab,2619313,IN
N0000193872,Antibody or Antibody Fragment,ibritumomab tiuxetan,262323,IN
N0000193872,Antibody or Antibody Fragment,lecanemab-irmb,2626142,PIN
N0000193872,Antibody or Antibody Fragment,lecanemab,2626143,IN
N0000193872,Antibody or Antibody Fragment,ublituximab,2626349,IN
N0000193872,Antibody or Antibody Fragment,retifanlimab,2632981,IN
N0000193872,Antibody or Antibody Fragment,nirsevimab,2642401,IN
N0000193872,Antibody or Antibody Fragment,toripalimab,2669406,IN
N0000193872,Antibody or Antibody Fragment,hepatitis B immune globulin,26744,IN
N0000193872,Antibody or Antibody Fragment,tislelizumab,2677426,IN
N0000193872,Antibody or Antibody Fragment,zolbetuximab,2695869,IN
N0000193872,Antibody or Antibody Fragment,zanidatamab,2698198,IN
N0000193872,Antibody or Antibody Fragment,clesrovimab,2716802,IN
N0000193872,Antibody or Antibody Fragment,omalizumab,302379,IN
N0000193872,Antibody or Antibody Fragment,botulism immune globulin IV human,544488,IN
N0000193872,Antibody or Antibody Fragment,human vaccinia immune globulin,597392,IN
N0000193872,Antibody or Antibody Fragment,ofatumumab,712566,IN
N0000193872,Antibody or Antibody Fragment,Agkistrodon piscivorus antivenin,885183,IN
N0000193872,Antibody or Antibody Fragment,Crotalus adamanteus antivenin,885185,IN
N0000193872,Antibody or Antibody Fragment,Crotalus atrox antivenin,885187,IN
N0000193872,Antibody or Antibody Fragment,Crotalus scutulatus antivenin,885189,IN
N0000193872,Antibody or Antibody Fragment,Latrodectus mactans antivenin,89887,IN
N0000193872,Antibody or Antibody Fragment,"lymphocyte immune globulin, anti-thymocyte globulin, equine",91601,PIN
N0000193872,Antibody or Antibody Fragment,obinutuzumab,974779,IN
N0000193873,Diuretic,triamterene,10763,IN
N0000193873,Diuretic,bendroflumethiazide,1369,IN
N0000193873,Diuretic,bumetanide,1808,IN
N0000193873,Diuretic,chlorothiazide,2396,IN
N0000193873,Diuretic,chlorthalidone,2409,IN
N0000193873,Diuretic,torsemide,38413,IN
N0000193873,Diuretic,ethacrynic acid,4109,PIN
N0000193873,Diuretic,furosemide,4603,IN
N0000193873,Diuretic,hydrochlorothiazide,5487,IN
N0000193873,Diuretic,hydroflumethiazide,5495,IN
N0000193873,Diuretic,indapamide,5764,IN
N0000193873,Diuretic,amiloride,644,IN
N0000193873,Diuretic,mannitol,6628,IN
N0000193873,Diuretic,metolazone,6916,IN
N0000193873,Diuretic,polythiazide,8565,IN
N0000193874,Hormone,testosterone,10379,IN
N0000193874,Hormone,tesamorelin,1044584,IN
N0000193874,Hormone,levothyroxine,10582,IN
N0000193874,Hormone,triamcinolone,10759,IN
N0000193874,Hormone,triamcinolone acetonide,10761,PIN
N0000193874,Hormone,alclometasone,108088,IN
N0000193874,Hormone,mometasone,108118,IN
N0000193874,Hormone,liothyronine,10814,IN
N0000193874,Hormone,doxercalciferol,11516,IN
N0000193874,Hormone,drospirenone,11636,IN
N0000193874,Hormone,tafluprost,1244607,IN
N0000193874,Hormone,beclomethasone,1347,IN
N0000193874,Hormone,pasireotide,1364105,IN
N0000193874,Hormone,teduglutide,1364468,IN
N0000193874,Hormone,insulin detemir,139825,IN
N0000193874,Hormone,pramlintide,139953,IN
N0000193874,Hormone,parathyroid hormone,1427222,IN
N0000193874,Hormone,etonogestrel,14584,IN
N0000193874,Hormone,metreleptin,1491625,IN
N0000193874,Hormone,betamethasone,1514,IN
N0000193874,Hormone,flunisolide anhydrous,1546428,PIN
N0000193874,Hormone,insulin degludec,1670007,IN
N0000193874,Hormone,amcinonide,17652,IN
N0000193874,Hormone,calcifediol anhydrous,1855064,PIN
N0000193874,Hormone,calcitriol,1894,IN
N0000193874,Hormone,abaloparatide,1921069,IN
N0000193874,Hormone,budesonide,19831,IN
N0000193874,Hormone,carboprost,2051,IN
N0000193874,Hormone,segesterone,2055978,IN
N0000193874,Hormone,clocortolone,21249,IN
N0000193874,Hormone,deflazacort,22396,IN
N0000193874,Hormone,desogestrel,22656,IN
N0000193874,Hormone,follicle stimulating hormone,227518,IN
N0000193874,Hormone,dienogest,22968,IN
N0000193874,Hormone,loteprednol,237027,IN
N0000193874,Hormone,cholecalciferol,2418,IN
N0000193874,Hormone,ethynodiol,24591,IN
N0000193874,Hormone,"insulin, regular, human",253182,IN
N0000193874,Hormone,estetrol,2539031,IN
N0000193874,Hormone,lonapegsomatropin,2569562,IN
N0000193874,Hormone,vosoritide,2586354,IN
N0000193874,Hormone,clobetasol,2590,IN
N0000193874,Hormone,vamorolone,2669799,IN
N0000193874,Hormone,insulin glargine,274783,IN
N0000193874,Hormone,choriogonadotropin alfa,283550,PIN
N0000193874,Hormone,travoprost,283809,IN
N0000193874,Hormone,bimatoprost,283810,IN
N0000193874,Hormone,cortisone,2878,IN
N0000193874,Hormone,cosyntropin,2890,IN
N0000193874,Hormone,calcipotriene,29365,IN
N0000193874,Hormone,medrysone,29439,IN
N0000193874,Hormone,danazol,3102,IN
N0000193874,Hormone,norgestimate,31994,IN
N0000193874,Hormone,desmopressin,3251,IN
N0000193874,Hormone,desonide,3254,IN
N0000193874,Hormone,desoximetasone,3255,IN
N0000193874,Hormone,norelgestromin,326374,IN
N0000193874,Hormone,dexamethasone,3264,IN
N0000193874,Hormone,teriparatide,32915,IN
N0000193874,Hormone,dinoprostone,3478,IN
N0000193874,Hormone,salmon calcitonin,36118,IN
N0000193874,Hormone,corticotropin,376,IN
N0000193874,Hormone,lutropin alfa,388084,IN
N0000193874,Hormone,"insulin glulisine, human",400008,IN
N0000193874,Hormone,estradiol,4083,IN
N0000193874,Hormone,"estrogens, conjugated (USP)",4099,IN
N0000193874,Hormone,fluticasone,41126,IN
N0000193874,Hormone,halobetasol,41208,IN
N0000193874,Hormone,ethinyl estradiol,4124,IN
N0000193874,Hormone,misoprostol,42331,IN
N0000193874,Hormone,latanoprost,43611,IN
N0000193874,Hormone,fluocinolone acetonide,4461,PIN
N0000193874,Hormone,fluocinonide,4462,IN
N0000193874,Hormone,fluorometholone,4491,IN
N0000193874,Hormone,fluoxymesterone,4494,IN
N0000193874,Hormone,flurandrenolide,4500,IN
N0000193874,Hormone,thyrotropin alfa,4952,IN
N0000193874,Hormone,halcinonide,5084,IN
N0000193874,Hormone,"insulin aspart, human",51428,IN
N0000193874,Hormone,hydrocortisone,5492,IN
N0000193874,Hormone,17-alpha-hydroxyprogesterone,5542,IN
N0000193874,Hormone,alprostadil,598,IN
N0000193874,Hormone,somatropin,61148,IN
N0000193874,Hormone,levonorgestrel,6373,IN
N0000193874,Hormone,medroxyprogesterone,6691,IN
N0000193874,Hormone,megestrol,6703,IN
N0000193874,Hormone,lanreotide,68092,IN
N0000193874,Hormone,methylprednisolone,6902,IN
N0000193874,Hormone,methyltestosterone,6904,IN
N0000193874,Hormone,nandrolone,7244,IN
N0000193874,Hormone,paricalcitol,73710,IN
N0000193874,Hormone,norethindrone,7514,IN
N0000193874,Hormone,octreotide,7617,IN
N0000193874,Hormone,oxytocin,7824,IN
N0000193874,Hormone,insulin lispro,86009,IN
N0000193874,Hormone,prednisolone,8638,IN
N0000193874,Hormone,prednisone,8640,IN
N0000193874,Hormone,progesterone,8727,IN
N0000193874,Hormone,diflorasone,91311,IN
N0000193874,Hormone,secretin,9627,IN
N0000193874,Hormone,sincalide,9800,IN
N0000193875,Imaging Agent,sodium pertechnetate Tc 99m,10349,PIN
N0000193875,Imaging Agent,ammonia N-13,1305558,PIN
N0000193875,Imaging Agent,indium In-111 oxyquinoline,1314372,PIN
N0000193875,Imaging Agent,barium sulfate,1331,IN
N0000193875,Imaging Agent,iodide ion I-123,1361657,PIN
N0000193875,Imaging Agent,fluorodeoxyglucose F18,1362737,IN
N0000193875,Imaging Agent,gadofosveset,1364290,IN
N0000193875,Imaging Agent,"albumin microspheres, human",1370439,IN
N0000193875,Imaging Agent,technetium Tc 99m tilmanocept,1373391,PIN
N0000193875,Imaging Agent,technetium Tc-99m sulfur colloid,1423270,PIN
N0000193875,Imaging Agent,choline C-11,1425419,PIN
N0000193875,Imaging Agent,ioflupane I-123,1426874,PIN
N0000193875,Imaging Agent,iobenguane sulfate I-123,1427223,PIN
N0000193875,Imaging Agent,florbetapir F-18,1427224,PIN
N0000193875,Imaging Agent,technetium Tc 99m exametazime,1431726,PIN
N0000193875,Imaging Agent,technetium Tc 99m sestamibi,1482913,PIN
N0000193875,Imaging Agent,flutemetamol F-18,1486025,PIN
N0000193875,Imaging Agent,technetium Tc-99m pyrophosphate,1488368,PIN
N0000193875,Imaging Agent,technetium Tc 99m medronate,1488818,PIN
N0000193875,Imaging Agent,florbetaben f-18,1492940,PIN
N0000193875,Imaging Agent,perflexane,1540828,IN
N0000193875,Imaging Agent,diatrizoic acid,1546223,IN
N0000193875,Imaging Agent,manganese cation (2+),1546272,IN
N0000193875,Imaging Agent,fluoride ion F-18,1546273,PIN
N0000193875,Imaging Agent,thallous cation Tl-201,1546370,PIN
N0000193875,Imaging Agent,gadolinium cation (3+),1546429,IN
N0000193875,Imaging Agent,82 rubidium,1546434,PIN
N0000193875,Imaging Agent,indigotindisulfonic acid,1546441,PIN
N0000193875,Imaging Agent,iothalamic acid,1546451,IN
N0000193875,Imaging Agent,iothalamic acid I-125,1546452,PIN
N0000193875,Imaging Agent,sulfur hexafluoride,1599276,IN
N0000193875,Imaging Agent,indium In-111 pentetreotide,1724429,PIN
N0000193875,Imaging Agent,trypan blue free acid,1726081,IN
N0000193875,Imaging Agent,fluciclovine F-18,1796118,PIN
N0000193875,Imaging Agent,carbon dioxide,2034,IN
N0000193875,Imaging Agent,fluoroestradiol F-18,2372221,PIN
N0000193875,Imaging Agent,copper oxodotreotide CU-64,2396442,PIN
N0000193875,Imaging Agent,fluorescein,25138,IN
N0000193875,Imaging Agent,gadoteridol,25483,IN
N0000193875,Imaging Agent,piflufolastat F-18,2556616,PIN
N0000193875,Imaging Agent,gallium GA-68 gozetotide,2586016,PIN
N0000193875,Imaging Agent,pafolacianine,2586857,IN
N0000193875,Imaging Agent,indium In-111 pentetate disodium,259268,PIN
N0000193875,Imaging Agent,xenon-133,259282,PIN
N0000193875,Imaging Agent,iomeprol,2606484,IN
N0000193875,Imaging Agent,"xenon-129, hyperpolarized",2626220,PIN
N0000193875,Imaging Agent,flotufolastat F-18,2637946,PIN
N0000193875,Imaging Agent,flurpiridaz F-18,2700762,PIN
N0000193875,Imaging Agent,iodixanol,27729,IN
N0000193875,Imaging Agent,iopromide,27781,IN
N0000193875,Imaging Agent,ioversol,27792,IN
N0000193875,Imaging Agent,perflutren,283753,IN
N0000193875,Imaging Agent,gadodiamide,41144,IN
N0000193875,Imaging Agent,ethiodized oil,4125,IN
N0000193875,Imaging Agent,indium In-111 chloride,42987,PIN
N0000193875,Imaging Agent,indocyanine green,5775,IN
N0000193875,Imaging Agent,iohexol,5956,IN
N0000193875,Imaging Agent,iopamidol,5966,IN
N0000193875,Imaging Agent,dotatate gallium ga-68,676679,PIN
N0000193875,Imaging Agent,aminolevulinic acid,683,IN
N0000193875,Imaging Agent,ferumoxides,72901,IN
N0000193875,Imaging Agent,gadobutrol,84990,IN
N0000193877,Vitamin or Mineral,vitamin A,11246,IN
N0000193877,Vitamin or Mineral,vitamin B12,11248,IN
N0000193877,Vitamin or Mineral,ascorbic acid,1151,IN
N0000193877,Vitamin or Mineral,doxercalciferol,11516,IN
N0000193877,Vitamin or Mineral,potassium ion,1318915,IN
N0000193877,Vitamin or Mineral,ferric cation,1546357,IN
N0000193877,Vitamin or Mineral,calcifediol anhydrous,1855064,PIN
N0000193877,Vitamin or Mineral,calcitriol,1894,IN
N0000193877,Vitamin or Mineral,calcium,1895,IN
N0000193877,Vitamin or Mineral,cholecalciferol,2418,IN
N0000193877,Vitamin or Mineral,iron sucrose,24909,IN
N0000193877,Vitamin or Mineral,sodium ferric gluconate complex,261435,IN
N0000193877,Vitamin or Mineral,calcipotriene,29365,IN
N0000193877,Vitamin or Mineral,ergocalciferol,4018,IN
N0000193877,Vitamin or Mineral,ferumoxytol,473387,IN
N0000193877,Vitamin or Mineral,pyridoxine,684879,IN
N0000193877,Vitamin or Mineral,paricalcitol,73710,IN
N0000193877,Vitamin or Mineral,niacin,7393,IN
N0000193877,Vitamin or Mineral,4-aminobenzoic acid,74,IN
N0000193877,Vitamin or Mineral,vitamin K1,8308,IN
N0000193878,Anesthetic,tetracaine,10391,IN
N0000193878,Anesthetic,bupivacaine,1815,IN
N0000193878,Anesthetic,chloroprocaine,20859,IN
N0000193878,Anesthetic,desflurane,27340,IN
N0000193878,Anesthetic,proparacaine,34905,IN
N0000193878,Anesthetic,ropivacaine,35780,IN
N0000193878,Anesthetic,sevoflurane,36453,IN
N0000193878,Anesthetic,etomidate,4177,IN
N0000193878,Anesthetic,articaine,592464,IN
N0000193878,Anesthetic,isoflurane,6026,IN
N0000193878,Anesthetic,ketamine,6130,IN
N0000193878,Anesthetic,lidocaine,6387,IN
N0000193878,Anesthetic,mepivacaine,6759,IN
N0000193878,Anesthetic,prilocaine,8686,IN
N0000193878,Anesthetic,propofol,8782,IN
N0000193879,Anti-infective,streptomycin,10109,IN
N0000193879,Anti-infective,sulfacetamide,10169,IN
N0000193879,Anti-infective,sulfadiazine,10171,IN
N0000193879,Anti-infective,sulfamethoxazole,10180,IN
N0000193879,Anti-infective,sulfisoxazole,10207,IN
N0000193879,Anti-infective,tetracycline,10395,IN
N0000193879,Anti-infective,ceftaroline,1040005,IN
N0000193879,Anti-infective,thiabendazole,10450,IN
N0000193879,Anti-infective,ticarcillin,10591,IN
N0000193879,Anti-infective,tinidazole,10612,IN
N0000193879,Anti-infective,tobramycin,10627,IN
N0000193879,Anti-infective,trifluridine,10803,IN
